	wind_degree	humidity	temp_c
267	10.0	6.0	28.3
268	10.0	6.0	28.3
269	270.0	19.0	21.7
270	10.0	6.0	28.3
271	10.0	6.0	28.3
272	120.0	6.0	27.8
273	270.0	19.0	21.7
274	19.0	9.0	23.9
275	10.0	6.0	28.3
276	210.0	10.0	25.0
277	90.0	7.0	26.9
278	90.0	7.0	26.9
279	10.0	6.0	28.3
280	90.0	7.0	26.9
281	210.0	10.0	25.0
282	29.0	9.0	23.9
283	270.0	18.0	24.4
284	270.0	18.0	24.4
285	36.0	24.0	13.1
286	270.0	17.0	22.8
287	28.0	9.0	23.9
288	270.0	17.0	22.8
289	270.0	17.0	22.8
290	10.0	6.0	28.3
291	210.0	10.0	25.0
292	210.0	10.0	25.0
293	210.0	10.0	25.0
294	270.0	18.0	24.4
295	10.0	6.0	28.3
296	10.0	6.0	28.3
297	10.0	6.0	28.3
298	270.0	14.0	25.4
299	270.0	19.0	21.7
300	28.0	9.0	23.9
301	10.0	6.0	28.3
302	10.0	6.0	28.3
303	10.0	6.0	28.3
304	10.0	6.0	28.3
305	270.0	18.0	24.4
306	120.0	6.0	27.8
307	350.0	7.0	24.0
308	310.0	9.0	23.0
309	55.0	23.0	15.5
310	55.0	23.0	15.5
311	250.0	45.0	20.6
312	250.0	45.0	20.6
313	250.0	45.0	20.6
314	250.0	45.0	20.6
315	250.0	45.0	20.6
316	69.0	25.0	14.2
317	310.0	9.0	23.0
318	69.0	25.0	14.2
319	250.0	45.0	20.6
320	54.0	24.0	15.7
321	310.0	9.0	23.0
322	50.0	7.0	26.7
323	250.0	45.0	20.6
324	250.0	45.0	20.6
325	60.0	24.0	13.0
326	250.0	45.0	20.6
327	69.0	25.0	14.2
328	55.0	16.0	23.1
329	250.0	45.0	20.6
330	50.0	7.0	26.7
331	55.0	16.0	23.1
332	270.0	21.0	23.3
333	65.0	19.0	18.9
334	270.0	21.0	23.3
335	270.0	21.0	23.3
336	270.0	21.0	23.3
337	270.0	21.0	23.3
338	270.0	21.0	23.3
339	270.0	21.0	23.3
340	310.0	9.0	23.0
341	250.0	45.0	20.6
342	310.0	9.0	23.0
343	270.0	21.0	23.3
344	260.0	19.0	22.2
345	270.0	21.0	23.3
346	270.0	21.0	23.3
347	75.0	18.0	23.3
348	270.0	21.0	23.3
349	60.0	24.0	13.0
350	210.0	23.0	22.8
351	310.0	9.0	23.0
352	270.0	21.0	23.3
353	270.0	21.0	23.3
354	270.0	21.0	23.3
355	270.0	21.0	23.3
356	270.0	21.0	23.3
357	50.0	6.0	27.8
358	56.0	22.0	14.6
359	50.0	6.0	27.8
360	50.0	7.0	26.7
361	350.0	7.0	24.0
362	56.0	22.0	14.6
363	270.0	21.0	23.3
364	270.0	21.0	23.3
365	350.0	7.0	24.0
366	50.0	7.0	26.7
367	270.0	21.0	23.3
368	270.0	21.0	23.3
369	270.0	21.0	23.3
370	270.0	21.0	23.3
371	270.0	21.0	23.3
372	270.0	21.0	23.3
373	65.0	19.0	18.9
374	270.0	21.0	23.3
375	210.0	23.0	22.8
376	250.0	45.0	20.6
377	210.0	23.0	22.8
378	210.0	23.0	22.8
379	250.0	45.0	20.6
380	250.0	45.0	20.6
381	210.0	23.0	22.8
382	210.0	23.0	22.8
383	210.0	23.0	22.8
384	210.0	23.0	22.8
385	210.0	23.0	22.8
386	250.0	45.0	20.6
387	250.0	45.0	20.6
388	210.0	23.0	22.8
389	310.0	9.0	23.0
390	250.0	45.0	20.6
391	250.0	45.0	20.6
392	250.0	45.0	20.6
393	250.0	45.0	20.6
394	210.0	23.0	22.8
395	210.0	23.0	22.8
396	250.0	45.0	20.6
397	210.0	23.0	22.8
398	210.0	23.0	22.8
399	260.0	19.0	22.2
400	260.0	19.0	22.2
401	210.0	23.0	22.8
402	270.0	21.0	23.3
403	210.0	23.0	22.8
404	250.0	45.0	20.6
405	210.0	23.0	22.8
406	250.0	45.0	20.6
407	250.0	45.0	20.6
408	210.0	23.0	22.8
409	260.0	19.0	22.2
410	210.0	23.0	22.8
411	250.0	45.0	20.6
412	250.0	45.0	20.6
413	310.0	9.0	23.0
414	330.0	9.0	24.4
415	330.0	9.0	24.4
416	330.0	9.0	24.4
417	330.0	9.0	24.4
418	72.0	24.0	17.4
419	16.0	13.0	24.9
420	160.0	9.0	23.0
421	350.0	12.0	22.2
422	360.0	14.0	25.6
423	72.0	24.0	17.4
424	360.0	14.0	25.6
425	13.0	14.0	25.6
426	360.0	7.0	24.4
427	330.0	9.0	24.4
428	17.0	16.0	20.2
429	360.0	7.0	24.4
430	360.0	7.0	24.4
431	5.0	18.0	22.3
432	360.0	14.0	25.6
433	360.0	14.0	25.6
434	360.0	14.0	25.3
435	360.0	14.0	25.6
436	360.0	15.0	17.8
437	330.0	9.0	24.4
438	330.0	9.0	24.4
439	13.0	25.0	16.6
440	360.0	14.0	25.6
441	360.0	7.0	24.4
442	360.0	19.0	21.3
443	330.0	9.0	24.4
444	360.0	7.0	24.4
445	360.0	7.0	24.4
446	350.0	12.0	22.2
447	358.0	21.0	17.3
448	13.0	25.0	16.6
449	360.0	7.0	24.4
450	360.0	14.0	25.6
451	330.0	9.0	24.4
452	330.0	9.0	24.4
453	360.0	7.0	24.4
454	360.0	15.0	17.8
455	360.0	15.0	17.8
456	5.0	17.0	21.4
457	360.0	14.0	25.6
458	72.0	24.0	17.4
459	16.0	13.0	24.9
460	13.0	25.0	16.6
461	360.0	15.0	17.8
462	50.0	10.0	15.0
463	19.0	16.0	20.3
464	160.0	9.0	23.0
465	50.0	10.0	15.0
466	50.0	10.0	15.0
467	23.0	22.0	16.2
468	350.0	10.0	16.5
469	110.0	9.0	17.8
470	40.0	9.0	23.3
471	80.0	23.0	3.0
472	80.0	23.0	3.0
473	40.0	9.0	23.3
474	160.0	9.0	23.0
475	160.0	9.0	23.0
476	40.0	9.0	23.3
477	40.0	9.0	23.3
478	40.0	9.0	23.3
479	110.0	9.0	17.8
480	357.0	16.0	13.1
481	20.0	20.0	17.1
482	80.0	23.0	3.0
483	28.0	9.0	23.9
484	20.0	9.0	22.8
485	28.0	9.0	23.9
486	13.0	20.0	18.4
487	160.0	9.0	23.0
488	160.0	9.0	23.0
489	50.0	10.0	15.0
490	50.0	10.0	15.0
491	50.0	10.0	15.0
492	12.0	9.0	23.9
493	71.0	18.0	17.9
494	160.0	9.0	23.0
495	20.0	9.0	22.8
496	80.0	23.0	3.0
497	50.0	9.0	22.2
498	160.0	9.0	23.0
499	10.0	14.0	20.0
500	9.0	27.0	13.6
501	110.0	9.0	17.8
502	50.0	10.0	15.0
503	50.0	10.0	15.0
504	50.0	10.0	15.0
505	40.0	9.0	23.3
506	20.0	9.0	22.8
507	40.0	9.0	23.3
508	12.0	9.0	23.9
509	40.0	9.0	23.3
510	160.0	9.0	23.0
511	205.0	23.0	17.0
512	40.0	9.0	23.3
513	80.0	23.0	3.0
514	47.0	26.0	15.4
515	160.0	9.0	23.0
516	50.0	10.0	15.0
517	50.0	10.0	15.0
518	110.0	9.0	17.8
519	48.0	24.0	10.4
520	50.0	10.0	15.0
521	160.0	9.0	23.0
522	20.0	9.0	22.8
523	40.0	9.0	23.3
524	40.0	9.0	23.3
525	20.0	9.0	22.8
526	40.0	9.0	23.3
527	40.0	9.0	23.3
528	20.0	9.0	22.8
529	40.0	9.0	23.3
530	29.0	9.0	23.9
531	20.0	9.0	22.8
532	37.0	9.0	23.9
533	40.0	9.0	23.3
534	40.0	9.0	23.3
535	12.0	9.0	23.9
536	28.0	9.0	23.9
537	12.0	9.0	23.9
538	71.0	18.0	22.5
539	80.0	7.0	21.4
540	55.0	17.0	23.1
541	56.0	22.0	14.6
542	86.0	21.0	20.3
543	86.0	21.0	20.3
544	160.0	9.0	23.0
545	160.0	9.0	23.0
546	360.0	7.0	24.4
547	20.0	9.0	22.8
548	20.0	9.0	22.8
549	20.0	9.0	22.8
550	40.0	9.0	23.3
551	330.0	9.0	24.4
552	71.0	9.0	23.9
553	71.0	9.0	23.9
554	360.0	7.0	24.4
555	80.0	7.0	21.4
556	20.0	9.0	22.8
557	160.0	9.0	23.0
558	86.0	21.0	20.3
559	360.0	7.0	24.4
560	80.0	7.0	21.4
561	80.0	7.0	21.4
562	20.0	9.0	22.8
563	50.0	6.0	27.8
564	71.0	18.0	22.5
565	75.0	18.0	23.3
566	71.0	18.0	22.5
567	86.0	21.0	20.3
568	90.0	7.0	26.9
569	90.0	7.0	26.9
570	90.0	7.0	26.9
571	90.0	7.0	26.9
572	90.0	7.0	26.9
573	90.0	7.0	26.9
574	90.0	7.0	26.9
575	90.0	7.0	26.9
576	90.0	7.0	26.9
577	50.0	5.0	27.2
578	344.0	23.0	25.8
579	90.0	7.0	26.9
580	50.0	5.0	27.2
581	90.0	7.0	26.9
582	344.0	55.0	20.0
583	90.0	7.0	26.9
584	50.0	5.0	27.2
585	90.0	7.0	26.9
586	90.0	7.0	26.9
587	90.0	7.0	26.9
588	90.0	7.0	26.9
589	50.0	5.0	27.2
590	50.0	5.0	27.2
591	90.0	7.0	26.9
592	50.0	5.0	27.2
593	90.0	7.0	26.9
594	50.0	5.0	27.2
595	90.0	7.0	26.9
596	50.0	5.0	27.2
597	90.0	7.0	26.9
598	344.0	55.0	20.0
599	344.0	23.0	25.8
600	344.0	55.0	20.0
601	50.0	5.0	27.2
602	344.0	23.0	25.8
603	50.0	5.0	27.2
604	50.0	5.0	27.2
605	90.0	7.0	26.9
606	50.0	5.0	27.2
607	50.0	5.0	27.2
608	50.0	5.0	27.2
609	50.0	5.0	27.2
610	90.0	7.0	26.9
611	90.0	7.0	26.9
612	90.0	7.0	26.9
613	50.0	5.0	27.2
614	90.0	7.0	26.9
615	90.0	7.0	26.9
616	90.0	7.0	26.9
617	90.0	7.0	26.9
618	90.0	7.0	26.9
619	90.0	7.0	26.9
620	90.0	7.0	26.9
621	90.0	7.0	26.9
622	90.0	7.0	26.9
623	90.0	7.0	26.9
624	50.0	5.0	27.2
625	90.0	7.0	26.9
626	90.0	7.0	26.9
627	10.0	6.0	28.3
628	90.0	7.0	26.9
629	90.0	7.0	26.9
630	90.0	7.0	26.9
631	90.0	7.0	26.9
632	90.0	7.0	26.9
633	90.0	7.0	26.9
634	90.0	7.0	26.9
635	90.0	7.0	26.9
636	90.0	7.0	26.9
637	37.0	9.0	23.9
638	90.0	7.0	26.9
639	90.0	7.0	26.9
640	90.0	7.0	26.9
641	90.0	7.0	26.9
642	90.0	7.0	26.9
643	90.0	7.0	26.9
644	90.0	7.0	26.9
645	37.0	9.0	23.9
646	37.0	9.0	23.9
647	37.0	9.0	23.9
648	54.0	9.0	23.9
649	47.0	9.0	23.9
650	10.0	6.0	28.3
651	10.0	6.0	28.3
652	60.0	9.0	25.0
653	60.0	9.0	25.0
654	60.0	9.0	25.0
655	60.0	9.0	25.0
656	60.0	9.0	25.0
657	117.0	12.0	24.3
658	60.0	7.0	25.0
659	60.0	7.0	25.0
660	70.0	7.0	25.0
661	70.0	7.0	25.0
662	60.0	9.0	25.0
663	60.0	9.0	25.0
664	60.0	9.0	25.0
665	60.0	9.0	25.0
666	60.0	9.0	25.0
667	60.0	9.0	25.0
668	60.0	9.0	25.0
669	60.0	9.0	25.0
670	60.0	9.0	25.0
671	20.0	12.0	25.0
672	20.0	12.0	25.0
673	60.0	7.0	25.0
674	60.0	9.0	25.0
675	240.0	24.0	22.8
676	240.0	24.0	22.8
677	240.0	24.0	22.8
678	240.0	24.0	22.8
679	240.0	24.0	22.8
680	240.0	24.0	22.8
681	240.0	24.0	22.8
682	240.0	24.0	22.8
683	240.0	24.0	22.8
684	161.0	28.0	21.9
685	10.0	27.0	20.6
686	151.0	11.0	27.1
687	150.0	20.0	22.8
688	114.0	19.0	14.3
689	115.0	14.0	23.6
690	196.0	18.0	20.7
691	219.0	24.0	18.0
692	152.0	21.0	20.4
693	10.0	27.0	20.6
694	3.0	27.0	21.2
695	320.0	27.0	22.2
696	320.0	27.0	22.2
697	140.0	7.0	26.1
698	10.0	29.0	21.1
699	92.0	15.0	14.6
700	10.0	29.0	21.1
701	89.0	11.0	25.0
702	82.0	17.0	13.3
703	99.0	17.0	15.8
704	10.0	27.0	20.6
705	10.0	27.0	20.6
706	10.0	29.0	21.1
707	114.0	19.0	14.3
708	150.0	20.0	22.8
709	114.0	19.0	14.3
710	140.0	7.0	26.1
711	10.0	27.0	20.6
712	50.0	12.0	12.2
713	251.0	29.0	22.7
714	10.0	27.0	20.6
715	320.0	27.0	22.2
716	112.0	22.0	22.6
717	3.0	27.0	21.2
718	115.0	14.0	23.6
719	89.0	11.0	25.0
720	16.0	11.0	22.8
721	86.0	19.0	16.7
722	320.0	27.0	22.2
723	320.0	27.0	22.2
724	320.0	27.0	22.2
725	196.0	18.0	20.7
726	320.0	27.0	22.2
727	251.0	34.0	16.3
728	140.0	7.0	26.1
729	320.0	27.0	22.2
730	10.0	27.0	20.6
731	320.0	27.0	22.2
732	89.0	11.0	25.0
733	320.0	27.0	22.2
734	282.0	29.0	22.2
735	10.0	29.0	21.1
736	10.0	27.0	20.6
737	140.0	7.0	26.1
738	10.0	27.0	20.6
739	65.0	24.0	23.0
740	114.0	19.0	14.3
741	196.0	18.0	20.7
742	10.0	27.0	20.6
743	270.0	25.0	21.0
744	10.0	27.0	20.6
745	10.0	29.0	21.1
746	140.0	7.0	26.1
747	140.0	7.0	26.1
748	151.0	11.0	27.1
749	140.0	7.0	26.1
750	140.0	7.0	26.1
751	140.0	7.0	26.1
752	140.0	7.0	26.1
753	140.0	7.0	26.1
754	140.0	7.0	26.1
755	151.0	11.0	27.1
756	140.0	7.0	26.1
757	250.0	20.0	23.3
758	250.0	20.0	23.3
759	250.0	20.0	23.3
760	250.0	20.0	23.3
761	250.0	20.0	23.3
762	250.0	20.0	23.3
763	250.0	20.0	23.3
764	169.0	17.0	23.4
765	160.0	16.0	24.4
766	196.0	32.0	21.7
767	160.0	16.0	24.4
768	208.0	49.0	18.5
769	330.0	15.0	23.9
770	250.0	20.0	23.3
771	310.0	27.0	22.8
772	160.0	16.0	24.4
773	160.0	16.0	24.4
774	160.0	16.0	24.4
775	210.0	10.0	24.0
776	250.0	20.0	23.3
777	250.0	20.0	23.3
778	310.0	27.0	22.8
779	330.0	15.0	23.9
780	250.0	20.0	23.3
781	143.0	19.0	24.3
782	330.0	15.0	23.9
783	208.0	49.0	18.5
784	250.0	20.0	23.3
785	310.0	27.0	22.8
786	160.0	16.0	24.4
787	250.0	20.0	23.3
788	210.0	10.0	24.0
789	52.0	16.0	24.1
790	210.0	10.0	24.0
791	330.0	15.0	23.9
792	80.0	8.0	17.9
793	70.0	6.0	18.7
794	80.0	10.0	18.3
795	10.0	33.0	6.0
796	320.0	7.0	18.9
797	320.0	7.0	18.9
798	70.0	6.0	18.7
799	73.0	59.0	8.6
800	130.0	9.0	14.0
801	62.0	16.0	18.1
802	70.0	7.0	20.6
803	71.0	18.0	17.9
804	70.0	6.0	18.7
805	321.0	35.0	7.9
806	70.0	7.0	20.6
807	94.0	15.0	14.2
808	10.0	33.0	6.0
809	358.0	22.0	9.1
810	132.0	11.0	26.2
811	80.0	8.0	17.9
812	80.0	10.0	18.3
813	80.0	8.0	17.9
814	80.0	10.0	18.3
815	104.0	79.0	4.2
816	80.0	9.0	17.8
817	63.0	22.0	14.0
818	358.0	22.0	9.1
819	10.0	33.0	6.0
820	358.0	22.0	9.1
821	80.0	10.0	18.3
822	80.0	10.0	18.3
823	80.0	10.0	18.3
824	80.0	9.0	17.8
825	94.0	15.0	14.2
826	70.0	7.0	20.6
827	71.0	18.0	17.9
828	80.0	10.0	18.3
829	130.0	9.0	14.0
830	70.0	7.0	20.6
831	63.0	22.0	14.0
832	80.0	10.0	18.3
833	70.0	7.0	20.6
834	209.0	30.0	19.8
835	215.0	32.0	20.6
836	251.0	31.0	19.5
837	224.0	33.0	19.5
838	256.0	41.0	11.9
839	160.0	24.0	21.1
840	140.0	29.0	20.2
841	10.0	27.0	20.6
842	280.0	40.0	18.3
843	110.0	25.0	20.6
844	110.0	25.0	20.6
845	224.0	33.0	19.5
846	10.0	29.0	21.1
847	110.0	25.0	20.6
848	10.0	29.0	21.1
849	110.0	25.0	20.6
850	130.0	34.0	21.7
851	251.0	31.0	19.5
852	130.0	31.0	22.0
853	218.0	32.0	17.3
854	10.0	27.0	20.6
855	110.0	25.0	20.6
856	110.0	25.0	20.6
857	155.0	28.0	22.8
858	251.0	31.0	19.5
859	160.0	24.0	21.1
860	10.0	27.0	20.6
861	251.0	31.0	19.5
862	215.0	32.0	20.6
863	130.0	34.0	21.7
864	140.0	29.0	20.2
865	160.0	24.0	21.1
866	160.0	24.0	21.1
867	130.0	31.0	22.0
868	251.0	31.0	19.5
869	215.0	32.0	20.6
870	224.0	33.0	19.5
871	224.0	33.0	19.5
872	10.0	27.0	20.6
873	110.0	25.0	20.6
874	10.0	29.0	21.1
875	110.0	25.0	20.6
876	224.0	33.0	19.5
877	155.0	28.0	22.8
878	178.0	30.0	21.1
879	207.0	29.0	22.6
880	10.0	27.0	20.6
881	110.0	25.0	20.6
882	155.0	28.0	22.8
883	10.0	27.0	20.6
884	215.0	32.0	20.6
885	130.0	34.0	21.7
886	10.0	29.0	21.1
887	224.0	33.0	19.5
888	130.0	31.0	22.0
889	215.0	32.0	20.6
890	10.0	27.0	20.6
891	207.0	29.0	22.6
892	110.0	25.0	20.6
893	110.0	25.0	20.6
894	110.0	25.0	20.6
895	110.0	25.0	20.6
896	110.0	25.0	20.6
897	110.0	25.0	20.6
898	110.0	25.0	20.6
899	110.0	25.0	20.6
900	110.0	25.0	20.6
901	10.0	27.0	20.6
902	160.0	24.0	21.1
903	10.0	27.0	20.6
904	110.0	25.0	20.6
905	110.0	25.0	20.6
906	10.0	27.0	20.6
907	110.0	25.0	20.6
908	110.0	25.0	20.6
909	320.0	28.0	21.7
910	320.0	28.0	21.7
911	320.0	28.0	21.7
912	320.0	28.0	21.7
913	320.0	28.0	21.7
914	132.0	21.0	25.6
915	320.0	28.0	21.7
916	320.0	28.0	21.7
917	320.0	28.0	21.7
918	320.0	28.0	21.7
919	320.0	28.0	21.7
920	132.0	21.0	25.6
921	143.0	19.0	24.3
922	143.0	19.0	24.3
923	169.0	17.0	23.4
924	320.0	28.0	21.7
925	320.0	28.0	21.7
926	320.0	28.0	21.7
927	320.0	28.0	21.7
928	320.0	28.0	21.7
929	143.0	19.0	24.3
930	320.0	28.0	21.7
931	132.0	21.0	25.6
932	320.0	28.0	21.7
933	10.0	37.0	18.0
934	10.0	37.0	18.0
935	10.0	37.0	18.0
936	10.0	37.0	18.0
937	10.0	37.0	18.0
938	10.0	37.0	18.0
939	10.0	37.0	18.0
940	350.0	40.0	19.0
941	10.0	37.0	18.0
942	10.0	37.0	18.0
943	10.0	37.0	18.0
944	10.0	37.0	18.0
945	10.0	37.0	18.0
946	10.0	37.0	18.0
947	10.0	37.0	18.0
948	10.0	37.0	18.0
949	10.0	37.0	18.0
950	10.0	37.0	18.0
951	350.0	40.0	19.0
952	10.0	37.0	18.0
953	350.0	40.0	19.0
954	10.0	37.0	18.0
955	10.0	37.0	18.0
956	10.0	37.0	18.0
957	10.0	37.0	18.0
958	10.0	37.0	18.0
959	10.0	37.0	18.0
960	10.0	37.0	18.0
961	10.0	37.0	18.0
962	10.0	37.0	18.0
963	350.0	40.0	19.0
964	350.0	40.0	19.0
965	350.0	40.0	19.0
966	280.0	40.0	18.3
967	280.0	40.0	18.3
968	280.0	40.0	18.3
969	280.0	40.0	18.3
970	280.0	40.0	18.3
971	150.0	37.0	19.0
972	150.0	37.0	19.0
973	280.0	40.0	18.3
974	280.0	40.0	18.3
975	280.0	40.0	18.3
976	280.0	40.0	18.3
977	10.0	37.0	18.0
978	280.0	40.0	18.3
979	280.0	40.0	18.3
980	280.0	40.0	18.3
981	280.0	40.0	18.3
982	280.0	40.0	18.3
983	280.0	40.0	18.3
984	280.0	40.0	18.3
985	280.0	40.0	18.3
986	10.0	37.0	18.0
987	280.0	40.0	18.3
988	280.0	40.0	18.3
989	280.0	40.0	18.3
990	280.0	40.0	18.3
991	150.0	37.0	19.0
992	10.0	37.0	18.0
993	280.0	40.0	18.3
994	10.0	37.0	18.0
995	10.0	37.0	18.0
