	wind_degree	humidity	temp_c
996	10.0	37.0	18.0
997	10.0	37.0	18.0
998	10.0	37.0	18.0
999	10.0	37.0	18.0
1000	10.0	37.0	18.0
1001	10.0	37.0	18.0
1002	10.0	37.0	18.0
1003	10.0	37.0	18.0
1004	10.0	37.0	18.0
1005	60.0	33.0	19.4
1006	50.0	41.0	17.8
1007	280.0	40.0	18.3
1008	280.0	40.0	18.3
1009	51.0	30.0	19.6
1010	60.0	33.0	19.4
1011	60.0	33.0	19.4
1012	60.0	33.0	19.4
1013	60.0	33.0	19.4
1014	60.0	33.0	19.4
1015	50.0	41.0	17.8
1016	180.0	26.0	22.2
1017	280.0	40.0	18.3
1018	280.0	40.0	18.3
1019	280.0	40.0	18.3
1020	60.0	33.0	19.4
1021	60.0	33.0	19.4
1022	60.0	33.0	19.4
1023	60.0	33.0	19.4
1024	60.0	33.0	19.4
1025	280.0	40.0	18.3
1026	280.0	40.0	18.3
1027	280.0	40.0	18.3
1028	60.0	33.0	19.4
1029	60.0	33.0	19.4
1030	100.0	28.0	21.1
1031	100.0	28.0	21.1
1032	350.0	40.0	19.0
1033	350.0	40.0	19.0
1034	350.0	40.0	19.0
1035	10.0	37.0	18.0
1036	10.0	37.0	18.0
1037	10.0	37.0	18.0
1038	10.0	37.0	18.0
1039	10.0	37.0	18.0
1040	150.0	37.0	19.0
1041	86.0	46.0	19.3
1042	280.0	40.0	18.3
1043	50.0	41.0	17.8
1044	50.0	41.0	17.8
1045	10.0	37.0	18.0
1046	280.0	40.0	18.3
1047	10.0	37.0	18.0
1048	280.0	40.0	18.3
1049	100.0	28.0	21.1
1050	150.0	37.0	19.0
1051	350.0	40.0	19.0
1052	60.0	33.0	19.4
1053	280.0	40.0	18.3
1054	150.0	37.0	19.0
1055	60.0	33.0	19.4
1056	350.0	40.0	19.0
1057	25.0	28.0	18.3
1058	280.0	40.0	18.3
1059	60.0	33.0	19.4
1060	50.0	28.0	21.4
1061	150.0	37.0	19.0
1062	100.0	28.0	21.1
1063	84.0	28.0	21.9
1064	280.0	40.0	18.3
1065	51.0	30.0	19.6
1066	10.0	37.0	18.0
1067	10.0	37.0	18.0
1068	10.0	37.0	18.0
1069	10.0	37.0	18.0
1070	280.0	40.0	18.3
1071	280.0	40.0	18.3
1072	100.0	28.0	21.1
1073	10.0	37.0	18.0
1074	10.0	37.0	18.0
1075	270.0	37.0	19.4
1076	150.0	37.0	19.0
1077	150.0	37.0	19.0
1078	60.0	33.0	19.4
1079	150.0	37.0	19.0
1080	60.0	33.0	19.4
1081	280.0	40.0	18.3
1082	60.0	33.0	19.4
1083	280.0	40.0	18.3
1084	100.0	28.0	21.1
1085	10.0	37.0	18.0
1086	280.0	40.0	18.3
1087	10.0	37.0	18.0
1088	10.0	37.0	18.0
1089	10.0	37.0	18.0
1090	280.0	40.0	18.3
1091	280.0	40.0	18.3
1092	280.0	40.0	18.3
1093	280.0	40.0	18.3
1094	280.0	40.0	18.3
1095	280.0	40.0	18.3
1096	280.0	40.0	18.3
1097	10.0	37.0	18.0
1098	10.0	37.0	18.0
1099	10.0	37.0	18.0
1100	60.0	33.0	19.4
1101	280.0	40.0	18.3
1102	280.0	40.0	18.3
1103	280.0	40.0	18.3
1104	280.0	40.0	18.3
1105	280.0	40.0	18.3
1106	280.0	40.0	18.3
1107	280.0	40.0	18.3
1108	60.0	33.0	19.4
1109	280.0	40.0	18.3
1110	150.0	37.0	19.0
1111	280.0	40.0	18.3
1112	280.0	40.0	18.3
1113	280.0	40.0	18.3
1114	280.0	40.0	18.3
1115	280.0	40.0	18.3
1116	150.0	37.0	19.0
1117	150.0	37.0	19.0
1118	150.0	37.0	19.0
1119	280.0	40.0	18.3
1120	180.0	26.0	22.2
1121	180.0	26.0	22.2
1122	150.0	37.0	19.0
1123	280.0	40.0	18.3
1124	150.0	37.0	19.0
1125	113.0	22.0	22.7
1126	280.0	40.0	18.3
1127	150.0	37.0	19.0
1128	150.0	37.0	19.0
1129	150.0	37.0	19.0
1130	150.0	37.0	19.0
1131	280.0	40.0	18.3
1132	104.0	23.0	23.3
1133	280.0	40.0	18.3
1134	150.0	37.0	19.0
1135	150.0	37.0	19.0
1136	150.0	37.0	19.0
1137	150.0	37.0	19.0
1138	150.0	37.0	19.0
1139	180.0	26.0	22.2
1140	150.0	37.0	19.0
1141	180.0	26.0	22.2
1142	150.0	37.0	19.0
1143	280.0	40.0	18.3
1144	280.0	40.0	18.3
1145	280.0	40.0	18.3
1146	280.0	40.0	18.3
1147	280.0	40.0	18.3
1148	280.0	40.0	18.3
1149	180.0	26.0	22.2
1150	180.0	26.0	22.2
1151	150.0	37.0	19.0
1152	10.0	37.0	18.0
1153	270.0	26.0	21.1
1154	320.0	28.0	21.7
1155	193.0	43.0	21.2
1156	350.0	37.0	20.0
1157	193.0	43.0	21.2
1158	10.0	37.0	18.0
1159	270.0	26.0	21.1
1160	320.0	28.0	21.7
1161	350.0	40.0	19.0
1162	10.0	37.0	18.0
1163	193.0	43.0	21.2
1164	270.0	26.0	21.1
1165	270.0	26.0	21.1
1166	270.0	26.0	21.1
1167	320.0	28.0	21.7
1168	350.0	40.0	19.0
1169	350.0	37.0	20.0
1170	10.0	37.0	18.0
1171	10.0	37.0	18.0
1172	270.0	26.0	21.1
1173	270.0	26.0	21.1
1174	270.0	26.0	21.1
1175	110.0	63.0	9.5
1176	320.0	28.0	21.7
1177	270.0	26.0	21.1
1178	10.0	37.0	18.0
1179	10.0	37.0	18.0
1180	350.0	40.0	19.0
1181	10.0	37.0	18.0
1182	270.0	26.0	21.1
1183	270.0	26.0	21.1
1184	270.0	26.0	21.1
1185	270.0	26.0	21.1
1186	270.0	26.0	21.1
1187	350.0	37.0	20.0
1188	270.0	26.0	21.1
1189	10.0	29.0	22.0
1190	270.0	26.0	21.1
1191	350.0	40.0	19.0
1192	350.0	40.0	19.0
1193	350.0	40.0	19.0
1194	350.0	40.0	19.0
1195	350.0	40.0	19.0
1196	350.0	40.0	19.0
1197	350.0	37.0	20.0
1198	25.0	25.0	22.8
1199	350.0	40.0	19.0
1200	350.0	40.0	19.0
1201	350.0	40.0	19.0
1202	25.0	25.0	22.8
1203	10.0	37.0	18.0
1204	350.0	40.0	19.0
1205	25.0	25.0	22.8
1206	350.0	40.0	19.0
1207	350.0	40.0	19.0
1208	350.0	37.0	20.0
1209	10.0	37.0	18.0
1210	350.0	40.0	19.0
1211	350.0	40.0	19.0
1212	350.0	40.0	19.0
1213	350.0	40.0	19.0
1214	350.0	40.0	19.0
1215	350.0	37.0	20.0
1216	350.0	40.0	19.0
1217	350.0	40.0	19.0
1218	350.0	40.0	19.0
1219	350.0	40.0	19.0
1220	110.0	32.0	20.0
1221	110.0	32.0	20.0
1222	110.0	32.0	20.0
1223	110.0	32.0	20.0
1224	110.0	32.0	20.0
1225	110.0	32.0	20.0
1226	110.0	32.0	20.0
1227	110.0	32.0	20.0
1228	110.0	32.0	20.0
1229	110.0	32.0	20.0
1230	110.0	32.0	20.0
1231	110.0	32.0	20.0
1232	110.0	32.0	20.0
1233	170.0	23.0	20.0
1234	170.0	23.0	20.0
1235	170.0	23.0	20.0
1236	267.0	38.0	20.3
1237	267.0	38.0	20.3
1238	106.0	43.0	20.2
1239	170.0	23.0	20.0
1240	110.0	32.0	20.0
1241	50.0	41.0	17.8
1242	239.0	32.0	20.0
1243	170.0	23.0	20.0
1244	110.0	32.0	20.0
1245	110.0	32.0	20.0
1246	110.0	32.0	20.0
1247	110.0	32.0	20.0
1248	110.0	32.0	20.0
1249	239.0	32.0	20.0
1250	170.0	23.0	20.0
1251	170.0	23.0	20.0
1252	239.0	32.0	20.0
1253	170.0	23.0	20.0
1254	170.0	23.0	20.0
1255	248.0	41.0	20.1
1256	248.0	41.0	20.1
1257	239.0	32.0	20.0
1258	239.0	32.0	20.0
1259	110.0	32.0	20.0
1260	280.0	40.0	18.3
1261	280.0	40.0	18.3
1262	110.0	32.0	20.0
1263	170.0	23.0	20.0
1264	233.0	29.0	20.6
1265	10.0	35.0	17.8
1266	170.0	23.0	20.0
1267	231.0	29.0	22.2
1268	280.0	40.0	18.3
1269	10.0	35.0	17.8
1270	10.0	35.0	17.8
1271	10.0	35.0	17.8
1272	280.0	40.0	18.3
1273	233.0	29.0	20.6
1274	10.0	35.0	17.8
1275	110.0	32.0	20.0
1276	170.0	23.0	20.0
1277	133.0	38.0	20.0
1278	10.0	35.0	17.8
1279	10.0	35.0	17.8
1280	178.0	30.0	21.1
1281	10.0	35.0	17.8
1282	170.0	23.0	20.0
1283	10.0	35.0	17.8
1284	231.0	29.0	22.2
1285	110.0	32.0	20.0
1286	280.0	40.0	18.3
1287	280.0	40.0	18.3
1288	170.0	23.0	20.0
1289	110.0	32.0	20.0
1290	50.0	41.0	17.8
1291	233.0	29.0	20.6
1292	280.0	40.0	18.3
1293	280.0	40.0	18.3
1294	233.0	29.0	20.6
1295	170.0	23.0	20.0
1296	280.0	40.0	18.3
1297	10.0	35.0	17.8
1298	10.0	35.0	17.8
1299	10.0	35.0	17.8
1300	10.0	35.0	17.8
1301	110.0	32.0	20.0
1302	10.0	35.0	17.8
1303	10.0	35.0	17.8
1304	133.0	38.0	20.0
1305	10.0	35.0	17.8
1306	10.0	35.0	17.8
1307	358.0	41.0	14.9
1308	280.0	40.0	18.3
1309	110.0	32.0	20.0
1310	10.0	35.0	17.8
1311	110.0	32.0	20.0
1312	280.0	40.0	18.3
1313	170.0	23.0	20.0
1314	170.0	23.0	20.0
1315	145.0	33.0	22.2
1316	358.0	41.0	14.9
1317	110.0	32.0	20.0
1318	110.0	32.0	20.0
1319	170.0	23.0	20.0
1320	10.0	35.0	17.8
1321	10.0	35.0	17.8
1322	170.0	23.0	20.0
1323	50.0	41.0	17.8
1324	10.0	35.0	17.8
1325	110.0	32.0	20.0
1326	280.0	40.0	18.3
1327	218.0	32.0	17.3
1328	50.0	41.0	17.8
1329	180.0	26.0	22.2
1330	180.0	26.0	22.2
1331	180.0	26.0	22.2
1332	150.0	37.0	19.0
1333	150.0	37.0	19.0
1334	180.0	26.0	22.2
1335	60.0	87.0	9.1
1336	127.0	21.0	24.0
1337	10.0	27.0	21.7
1338	229.0	33.0	20.4
1339	160.0	85.0	11.8
1340	180.0	26.0	22.2
1341	73.0	26.0	17.1
1342	73.0	26.0	17.1
1343	180.0	26.0	22.2
1344	73.0	26.0	17.1
1345	160.0	85.0	11.8
1346	216.0	28.0	21.1
1347	216.0	28.0	21.1
1348	180.0	26.0	22.2
1349	150.0	37.0	19.0
1350	160.0	85.0	11.8
1351	106.0	24.0	20.9
1352	180.0	26.0	22.2
1353	160.0	85.0	11.8
1354	180.0	26.0	22.2
1355	180.0	26.0	22.2
1356	180.0	26.0	22.2
1357	73.0	26.0	17.1
1358	180.0	26.0	22.2
1359	153.0	68.0	14.2
1360	180.0	26.0	22.2
1361	180.0	26.0	22.2
1362	10.0	27.0	21.7
1363	113.0	22.0	22.7
1364	73.0	26.0	17.1
1365	150.0	37.0	19.0
1366	10.0	27.0	21.7
1367	229.0	33.0	20.4
1368	160.0	85.0	11.8
1369	73.0	26.0	17.1
1370	73.0	26.0	17.1
1371	153.0	68.0	14.2
1372	160.0	85.0	11.8
1373	73.0	26.0	17.1
1374	180.0	26.0	22.2
1375	188.0	24.0	24.4
1376	73.0	26.0	17.1
1377	180.0	26.0	22.2
1378	10.0	27.0	21.7
1379	73.0	26.0	17.1
1380	153.0	68.0	14.2
1381	10.0	27.0	21.7
1382	10.0	27.0	21.7
1383	180.0	26.0	22.2
1384	180.0	26.0	22.2
1385	180.0	26.0	22.2
1386	10.0	27.0	21.7
1387	10.0	27.0	21.7
1388	180.0	26.0	22.2
1389	177.0	76.0	13.0
1390	10.0	27.0	21.7
1391	180.0	26.0	22.2
1392	10.0	27.0	21.7
1393	10.0	27.0	21.7
1394	237.0	46.0	17.5
1395	180.0	41.0	17.2
1396	180.0	41.0	17.2
1397	225.0	33.0	19.8
1398	240.0	28.0	22.2
1399	180.0	41.0	17.2
1400	180.0	41.0	17.2
1401	180.0	41.0	17.2
1402	180.0	41.0	17.2
1403	98.0	21.0	21.6
1404	98.0	21.0	21.6
1405	280.0	35.0	21.0
1406	340.0	57.0	13.9
1407	252.0	69.0	15.6
1408	180.0	41.0	17.2
1409	252.0	69.0	15.6
1410	225.0	33.0	19.8
1411	303.0	56.0	16.4
1412	225.0	33.0	19.8
1413	355.0	23.0	25.0
1414	225.0	33.0	19.8
1415	299.0	41.0	21.7
1416	180.0	41.0	17.2
1417	252.0	69.0	15.6
1418	252.0	69.0	15.6
1419	85.0	22.0	18.7
1420	117.0	74.0	13.1
1421	183.0	42.0	18.3
1422	225.0	74.0	14.9
1423	355.0	23.0	25.0
1424	225.0	33.0	19.8
1425	46.0	32.0	12.2
1426	225.0	33.0	19.8
1427	225.0	33.0	19.8
1428	98.0	21.0	21.6
1429	180.0	41.0	17.2
1430	225.0	33.0	19.8
1431	340.0	57.0	13.9
1432	355.0	23.0	25.0
1433	225.0	33.0	19.8
1434	180.0	41.0	17.2
1435	225.0	33.0	19.8
1436	236.0	24.0	24.0
1437	237.0	30.0	20.2
1438	117.0	74.0	13.1
1439	117.0	74.0	13.1
1440	225.0	27.0	20.8
1441	170.0	23.0	20.0
1442	310.0	37.0	18.0
1443	310.0	37.0	18.0
1444	310.0	37.0	18.0
1445	10.0	33.0	20.0
1446	17.0	29.0	19.8
1447	17.0	29.0	19.8
1448	10.0	33.0	20.0
1449	10.0	33.0	20.0
1450	230.0	32.0	20.0
1451	310.0	37.0	18.0
1452	358.0	45.0	20.5
1453	10.0	33.0	20.0
1454	10.0	33.0	20.0
1455	10.0	21.0	19.0
1456	50.0	28.0	21.4
1457	10.0	33.0	20.0
1458	10.0	21.0	19.0
1459	240.0	35.0	19.0
1460	50.0	28.0	21.4
1461	10.0	33.0	20.0
1462	29.0	32.0	20.2
1463	10.0	33.0	20.0
1464	10.0	21.0	19.0
1465	240.0	35.0	19.0
1466	10.0	37.0	19.0
1467	106.0	43.0	20.2
1468	10.0	37.0	19.0
1469	10.0	37.0	19.0
1470	310.0	37.0	18.0
1471	10.0	21.0	19.0
1472	17.0	29.0	19.8
1473	230.0	32.0	20.0
1474	358.0	45.0	20.5
1475	249.0	33.0	23.5
1476	86.0	46.0	19.3
1477	267.0	37.0	20.0
1478	10.0	33.0	20.0
1479	84.0	33.0	10.0
1480	240.0	35.0	19.0
1481	240.0	35.0	19.0
1482	10.0	37.0	19.0
1483	10.0	33.0	20.0
1484	15.0	36.0	18.3
1485	358.0	45.0	20.5
1486	310.0	37.0	18.0
1487	10.0	33.0	20.0
1488	10.0	33.0	20.0
1489	240.0	35.0	19.0
1490	240.0	35.0	19.0
1491	240.0	35.0	19.0
1492	10.0	37.0	19.0
1493	170.0	23.0	20.0
1494	170.0	23.0	20.0
1495	10.0	21.0	19.0
1496	10.0	33.0	20.0
1497	10.0	21.0	19.0
1498	10.0	33.0	20.0
1499	10.0	37.0	19.0
1500	10.0	33.0	20.0
1501	10.0	39.0	18.0
1502	10.0	21.0	19.0
1503	240.0	35.0	19.0
1504	10.0	33.0	20.0
1505	351.0	27.0	19.0
1506	85.0	45.0	19.6
1507	10.0	39.0	18.0
1508	10.0	21.0	19.0
1509	10.0	33.0	20.0
1510	10.0	21.0	19.0
1511	267.0	37.0	20.0
1512	106.0	43.0	20.2
1513	50.0	28.0	21.4
1514	50.0	28.0	21.4
1515	170.0	23.0	20.0
1516	68.0	44.0	17.3
1517	10.0	33.0	20.0
1518	10.0	39.0	18.0
1519	230.0	32.0	20.0
1520	29.0	32.0	20.2
1521	10.0	33.0	20.0
1522	10.0	33.0	20.0
1523	335.0	31.0	18.9
1524	267.0	37.0	20.0
1525	10.0	14.0	17.2
1526	10.0	37.0	19.0
1527	10.0	21.0	19.0
1528	10.0	37.0	19.0
1529	310.0	37.0	18.0
1530	10.0	14.0	17.2
1531	10.0	37.0	19.0
1532	84.0	33.0	10.0
1533	92.0	33.0	10.0
1534	310.0	37.0	18.0
1535	85.0	54.0	8.6
1536	10.0	21.0	19.0
1537	10.0	14.0	17.2
1538	90.0	33.0	10.0
1539	310.0	37.0	18.0
1540	10.0	33.0	20.0
1541	240.0	35.0	19.0
1542	10.0	33.0	20.0
1543	230.0	32.0	20.0
1544	240.0	35.0	19.0
1545	10.0	33.0	20.0
1546	240.0	35.0	19.0
1547	15.0	36.0	18.3
1548	10.0	33.0	20.0
1549	10.0	33.0	20.0
1550	10.0	33.0	20.0
1551	10.0	33.0	20.0
1552	10.0	33.0	20.0
1553	10.0	33.0	20.0
1554	10.0	33.0	20.0
1555	10.0	33.0	20.0
1556	10.0	33.0	20.0
1557	10.0	33.0	20.0
1558	10.0	33.0	20.0
1559	10.0	33.0	20.0
1560	10.0	33.0	20.0
1561	10.0	33.0	20.0
1562	10.0	33.0	20.0
1563	10.0	33.0	20.0
1564	10.0	33.0	20.0
1565	10.0	33.0	20.0
1566	10.0	33.0	20.0
1567	10.0	33.0	20.0
1568	10.0	33.0	20.0
1569	10.0	33.0	20.0
1570	10.0	33.0	20.0
1571	10.0	33.0	20.0
1572	10.0	33.0	20.0
1573	10.0	33.0	20.0
1574	10.0	33.0	20.0
1575	10.0	33.0	20.0
1576	10.0	33.0	20.0
1577	10.0	39.0	18.0
1578	10.0	39.0	18.0
1579	10.0	14.0	17.2
1580	344.0	27.0	19.7
1581	10.0	34.0	19.4
1582	46.0	55.0	11.8
1583	10.0	34.0	19.4
1584	10.0	34.0	19.4
1585	10.0	39.0	18.0
1586	32.0	31.0	19.9
1587	10.0	34.0	19.4
1588	235.0	29.0	20.3
1589	68.0	63.0	7.7
1590	32.0	31.0	19.9
1591	10.0	26.0	20.0
1592	10.0	26.0	20.0
1593	32.0	31.0	19.9
1594	344.0	27.0	19.7
1595	46.0	55.0	11.8
1596	288.0	33.0	21.0
1597	10.0	37.0	19.0
1598	10.0	33.0	20.0
1599	10.0	34.0	19.4
1600	359.0	29.0	21.8
1601	10.0	34.0	19.4
1602	10.0	26.0	20.0
1603	10.0	26.0	20.0
1604	61.0	36.0	13.8
1605	10.0	37.0	19.0
1606	10.0	37.0	19.0
1607	46.0	55.0	11.8
1608	10.0	34.0	19.4
1609	310.0	37.0	18.0
1610	344.0	27.0	19.7
1611	10.0	26.0	20.0
1612	10.0	39.0	18.0
1613	10.0	26.0	20.0
1614	344.0	27.0	19.7
1615	46.0	55.0	11.8
1616	344.0	27.0	19.7
1617	10.0	14.0	17.2
1618	10.0	37.0	19.0
1619	10.0	39.0	18.0
1620	10.0	39.0	18.0
1621	10.0	26.0	20.0
1622	10.0	34.0	19.4
1623	10.0	34.0	19.4
1624	10.0	34.0	19.4
1625	10.0	26.0	20.0
1626	10.0	26.0	20.0
1627	46.0	55.0	11.8
1628	10.0	26.0	20.0
1629	10.0	34.0	19.4
1630	10.0	14.0	17.2
1631	10.0	39.0	18.0
1632	21.0	34.0	20.3
1633	357.0	27.0	19.6
1634	61.0	36.0	13.8
1635	10.0	39.0	18.0
1636	46.0	55.0	11.8
1637	46.0	55.0	11.8
1638	10.0	14.0	17.2
1639	344.0	27.0	19.7
1640	319.0	30.0	20.1
1641	10.0	39.0	18.0
1642	10.0	39.0	18.0
1643	10.0	12.0	25.6
1644	10.0	12.0	25.6
1645	10.0	12.0	25.6
1646	91.0	92.0	-3.9
1647	10.0	12.0	25.6
1648	10.0	12.0	25.6
1649	107.0	53.0	10.0
1650	88.0	23.0	6.7
1651	18.0	33.0	20.9
1652	64.0	31.0	15.5
1653	23.0	26.0	18.8
1654	97.0	58.0	10.2
1655	63.0	34.0	17.0
1656	92.0	14.0	17.2
1657	10.0	12.0	25.6
1658	68.0	63.0	7.7
1659	360.0	14.0	25.0
1660	360.0	14.0	25.0
1661	80.0	29.0	11.7
1662	86.0	26.0	19.6
1663	62.0	14.0	17.2
1664	72.0	25.0	17.7
1665	63.0	34.0	17.0
1666	23.0	29.0	21.3
1667	324.0	34.0	22.4
1668	72.0	25.0	17.7
1669	51.0	27.0	20.9
1670	72.0	25.0	17.7
1671	360.0	14.0	25.0
1672	72.0	25.0	17.7
1673	10.0	40.0	12.2
1674	355.0	23.0	25.0
1675	63.0	34.0	17.0
1676	100.0	22.0	19.5
1677	10.0	40.0	12.2
1678	118.0	18.0	15.5
1679	10.0	12.0	25.6
1680	118.0	18.0	15.5
1681	10.0	12.0	25.6
1682	112.0	28.0	17.5
1683	10.0	12.0	25.6
1684	86.0	26.0	19.6
1685	107.0	53.0	10.0
1686	360.0	14.0	25.0
1687	64.0	31.0	15.5
1688	94.0	14.0	17.2
1689	86.0	46.0	12.2
1690	18.0	33.0	20.9
1691	77.0	57.0	9.9
1692	10.0	12.0	25.6
1693	77.0	57.0	9.9
1694	10.0	40.0	12.2
1695	18.0	33.0	20.9
1696	94.0	14.0	17.2
1697	107.0	53.0	10.0
1698	51.0	27.0	20.9
1699	102.0	53.0	10.5
1700	10.0	12.0	25.6
1701	23.0	29.0	21.3
1702	268.0	38.0	19.0
1703	89.0	27.0	16.9
1704	360.0	14.0	25.0
1705	48.0	29.0	19.3
1706	94.0	24.0	19.2
1707	59.0	24.0	20.7
1708	10.0	12.0	25.6
1709	18.0	33.0	20.9
1710	359.0	29.0	21.8
1711	101.0	22.0	18.8
1712	10.0	26.0	20.0
1713	118.0	18.0	15.5
1714	94.0	14.0	17.2
1715	44.0	26.0	22.2
1716	10.0	40.0	12.2
1717	60.0	37.0	9.4
1718	47.0	33.0	14.4
1719	122.0	65.0	7.1
1720	88.0	42.0	9.4
1721	85.0	47.0	10.2
1722	46.0	42.0	9.5
1723	119.0	64.0	8.6
1724	87.0	37.0	11.0
1725	92.0	75.0	7.0
1726	80.0	22.0	12.2
1727	71.0	61.0	8.7
1728	92.0	40.0	9.9
1729	110.0	40.0	9.0
1730	92.0	75.0	7.0
1731	60.0	37.0	9.4
1732	110.0	40.0	9.0
1733	85.0	47.0	10.2
1734	114.0	62.0	5.8
1735	90.0	33.0	10.0
1736	110.0	40.0	9.0
1737	85.0	47.0	10.2
1738	114.0	62.0	5.8
1739	85.0	47.0	10.2
1740	61.0	36.0	13.8
1741	85.0	47.0	10.2
1742	110.0	40.0	9.0
1743	88.0	42.0	9.4
1744	110.0	40.0	9.0
1745	114.0	62.0	5.8
1746	46.0	42.0	9.5
1747	105.0	55.0	11.7
1748	88.0	42.0	9.4
1749	110.0	40.0	9.0
1750	77.0	57.0	9.9
1751	91.0	56.0	7.4
1752	75.0	33.0	10.0
1753	92.0	33.0	10.0
1754	80.0	34.0	9.0
1755	91.0	56.0	7.4
1756	91.0	56.0	7.4
1757	80.0	22.0	12.2
1758	90.0	33.0	10.0
1759	92.0	33.0	10.0
1760	85.0	54.0	8.6
