	CO	NO2	O3	SO2	PM2.5	PM10	aqi
298	347.14	51.41	43.27	3.82	6.2	16.85	64.0
299	185.25	4.58	100.14	0.41	2.61	10.22	162.0
300	185.25	4.58	100.14	0.41	2.61	10.22	162.0
301	188.59	5.23	100.14	0.71	2.44	9.6	162.0
302	188.59	5.23	100.14	0.71	2.44	9.6	162.0
303	188.59	5.23	100.14	0.71	2.44	9.6	162.0
304	188.59	5.23	100.14	0.71	2.44	9.6	162.0
305	347.14	51.41	43.27	3.82	6.2	16.85	64.0
306	347.14	51.41	43.27	3.82	6.2	16.85	64.0
307	176.91	0.89	110.15	0.14	2.42	10.67	187.0
308	253.68	13.02	105.86	2.44	3.66	12.06	177.0
309	178.58	0.83	110.15	0.15	3.62	17.4	187.0
310	175.24	0.92	108.72	0.13	2.92	13.26	184.0
311	253.68	13.02	105.86	2.44	3.66	12.06	177.0
312	253.68	13.02	105.86	2.44	3.66	12.06	177.0
313	283.72	18.17	79.39	1.82	4.47	13.52	110.0
314	283.72	18.17	79.39	1.82	4.47	13.52	110.0
315	283.72	18.17	79.39	1.82	4.47	13.52	110.0
316	176.91	0.89	110.15	0.14	2.42	10.67	187.0
317	208.62	5.83	91.55	0.12	3.06	12.8	141.0
318	178.58	0.77	113.01	0.15	2.89	12.96	195.0
319	500.68	50.04	81.54	4.89	7.99	21.49	116.0
320	183.58	0.99	110.15	0.17	4.6	24.21	187.0
321	283.72	18.17	79.39	1.82	4.47	13.52	110.0
322	253.68	13.02	105.86	2.44	3.66	12.06	177.0
323	253.68	13.02	105.86	2.44	3.66	12.06	177.0
324	253.68	13.02	105.86	2.44	3.66	12.06	177.0
325	178.58	0.77	113.01	0.15	2.89	12.96	195.0
326	253.68	13.02	105.86	2.44	3.66	12.06	177.0
327	178.58	0.77	113.01	0.15	2.89	12.96	195.0
328	208.62	5.83	91.55	0.12	3.06	12.8	141.0
329	283.72	18.17	79.39	1.82	4.47	13.52	110.0
330	283.72	18.17	79.39	1.82	4.47	13.52	110.0
331	377.18	26.39	78.68	0.55	3.88	14.47	109.0
332	205.28	3.64	107.29	0.2	2.22	8.98	180.0
333	181.91	1.08	103.0	0.17	2.84	11.74	170.0
334	397.21	34.62	51.5	0.87	10.24	19.91	43.0
335	397.21	34.62	51.5	0.87	10.24	19.91	43.0
336	397.21	34.62	51.5	0.87	10.24	19.91	43.0
337	397.21	34.62	51.5	0.87	10.24	19.91	43.0
338	397.21	34.62	51.5	0.87	10.24	19.91	43.0
339	320.44	16.45	98.71	0.83	11.2	22.15	159.0
340	283.72	18.17	79.39	1.82	4.47	13.52	110.0
341	283.72	18.17	79.39	1.82	4.47	13.52	110.0
342	230.31	9.43	94.41	0.31	3.15	11.28	148.0
343	397.21	34.62	51.5	0.87	10.24	19.91	43.0
344	307.08	22.96	64.37	0.69	4.14	11.05	66.0
345	307.08	22.96	64.37	0.69	4.14	11.05	66.0
346	307.08	22.96	64.37	0.69	4.14	11.05	66.0
347	193.6	3.21	97.28	0.26	2.17	8.83	155.0
348	307.08	22.96	64.37	0.69	4.14	11.05	66.0
349	176.91	0.74	111.58	0.15	2.58	11.13	191.0
350	320.44	16.45	98.71	0.83	11.2	22.15	159.0
351	230.31	9.43	94.41	0.31	3.15	11.28	148.0
352	193.6	3.21	97.28	0.26	2.17	8.83	155.0
353	193.6	3.21	97.28	0.26	2.17	8.83	155.0
354	397.21	34.62	51.5	0.87	10.24	19.91	43.0
355	193.6	3.21	97.28	0.26	2.17	8.83	155.0
356	397.21	34.62	51.5	0.87	10.24	19.91	43.0
357	205.28	3.64	107.29	0.2	2.22	8.98	180.0
358	195.27	3.47	92.98	0.14	2.12	8.35	144.0
359	195.27	3.47	92.98	0.14	2.12	8.35	144.0
360	250.34	11.65	105.86	1.03	3.46	11.26	177.0
361	208.62	5.83	100.14	0.25	2.61	9.51	162.0
362	178.58	0.66	113.01	0.18	2.4	10.04	195.0
363	397.21	34.62	51.5	0.87	10.24	19.91	43.0
364	307.08	22.96	64.37	0.69	4.14	11.05	66.0
365	176.91	0.68	113.01	0.15	2.32	9.77	195.0
366	230.31	9.43	94.41	0.31	3.15	11.28	148.0
367	320.44	16.45	98.71	0.83	11.2	22.15	159.0
368	307.08	22.96	64.37	0.69	4.14	11.05	66.0
369	397.21	34.62	51.5	0.87	10.24	19.91	43.0
370	205.28	3.64	107.29	0.2	2.22	8.98	180.0
371	397.21	34.62	51.5	0.87	10.24	19.91	43.0
372	193.6	3.21	97.28	0.26	2.17	8.83	155.0
373	175.24	0.83	108.72	0.17	2.13	8.72	184.0
374	250.34	11.65	105.86	1.03	3.46	11.26	177.0
375	253.68	13.02	105.86	2.44	3.66	12.06	177.0
376	253.68	13.02	105.86	2.44	3.66	12.06	177.0
377	253.68	13.02	105.86	2.44	3.66	12.06	177.0
378	253.68	13.02	105.86	2.44	3.66	12.06	177.0
379	253.68	13.02	105.86	2.44	3.66	12.06	177.0
380	236.99	7.28	114.44	1.34	4.16	12.15	198.0
381	236.99	7.28	114.44	1.34	4.16	12.15	198.0
382	253.68	13.02	105.86	2.44	3.66	12.06	177.0
383	236.99	7.28	114.44	1.34	4.16	12.15	198.0
384	236.99	7.28	114.44	1.34	4.16	12.15	198.0
385	253.68	13.02	105.86	2.44	3.66	12.06	177.0
386	253.68	13.02	105.86	2.44	3.66	12.06	177.0
387	253.68	13.02	105.86	2.44	3.66	12.06	177.0
388	253.68	13.02	105.86	2.44	3.66	12.06	177.0
389	253.68	13.02	105.86	2.44	3.66	12.06	177.0
390	250.34	11.65	105.86	1.03	3.46	11.26	177.0
391	253.68	13.02	105.86	2.44	3.66	12.06	177.0
392	250.34	11.65	105.86	1.03	3.46	11.26	177.0
393	253.68	13.02	105.86	2.44	3.66	12.06	177.0
394	320.44	16.45	98.71	0.83	11.2	22.15	159.0
395	320.44	16.45	98.71	0.83	11.2	22.15	159.0
396	253.68	13.02	105.86	2.44	3.66	12.06	177.0
397	250.34	11.65	105.86	1.03	3.46	11.26	177.0
398	250.34	11.65	105.86	1.03	3.46	11.26	177.0
399	307.08	22.96	64.37	0.69	4.14	11.05	66.0
400	307.08	22.96	64.37	0.69	4.14	11.05	66.0
401	250.34	11.65	105.86	1.03	3.46	11.26	177.0
402	320.44	16.45	98.71	0.83	11.2	22.15	159.0
403	250.34	11.65	105.86	1.03	3.46	11.26	177.0
404	253.68	13.02	105.86	2.44	3.66	12.06	177.0
405	253.68	13.02	105.86	2.44	3.66	12.06	177.0
406	253.68	13.02	105.86	2.44	3.66	12.06	177.0
407	253.68	13.02	105.86	2.44	3.66	12.06	177.0
408	236.99	7.28	114.44	1.34	4.16	12.15	198.0
409	250.34	11.65	105.86	1.03	3.46	11.26	177.0
410	253.68	13.02	105.86	2.44	3.66	12.06	177.0
411	500.68	50.04	81.54	4.89	7.99	21.49	116.0
412	253.68	13.02	105.86	2.44	3.66	12.06	177.0
413	500.68	50.04	81.54	4.89	7.99	21.49	116.0
414	195.27	1.67	115.87	0.3	3.68	18.34	200.0
415	195.27	1.67	115.87	0.3	3.68	18.34	200.0
416	195.27	1.67	115.87	0.3	3.68	18.34	200.0
417	195.27	1.67	115.87	0.3	3.68	18.34	200.0
418	196.93	6.86	78.68	0.2	2.04	6.89	109.0
419	195.27	1.41	98.71	0.34	5.94	34.63	159.0
420	196.93	6.86	78.68	0.2	2.04	6.89	109.0
421	195.27	1.0	95.84	1.03	7.38	45.15	152.0
422	196.93	2.53	100.14	0.2	7.27	40.92	162.0
423	163.56	1.02	100.14	0.15	1.95	8.01	162.0
424	206.95	4.63	90.84	0.22	6.4	33.65	139.0
425	195.27	1.61	108.72	0.26	7.7	45.5	184.0
426	181.91	1.05	110.15	0.22	3.02	13.69	187.0
427	190.26	2.34	108.72	0.31	3.48	16.8	184.0
428	181.91	1.07	100.14	0.46	6.21	38.39	162.0
429	181.91	1.05	110.15	0.22	3.02	13.69	187.0
430	181.91	1.52	101.57	0.25	3.8	18.23	166.0
431	203.61	1.05	97.28	1.39	4.79	24.41	155.0
432	206.95	4.63	90.84	0.22	6.4	33.65	139.0
433	206.95	4.63	90.84	0.22	6.4	33.65	139.0
434	198.6	1.78	97.28	0.25	6.32	37.16	155.0
435	196.93	2.53	100.14	0.2	7.27	40.92	162.0
436	185.25	1.54	104.43	0.28	3.72	16.52	173.0
437	195.27	1.67	115.87	0.3	3.68	18.34	200.0
438	206.95	2.91	113.01	0.3	2.79	12.04	195.0
439	156.88	0.77	91.55	0.19	2.39	10.14	141.0
440	193.6	1.67	110.15	0.28	5.34	29.65	187.0
441	181.91	1.05	110.15	0.22	3.02	13.69	187.0
442	186.92	2.51	101.57	0.17	5.47	29.85	166.0
443	195.27	1.67	115.87	0.3	3.68	18.34	200.0
444	181.91	1.05	110.15	0.22	3.02	13.69	187.0
445	181.91	1.05	110.15	0.22	3.02	13.69	187.0
446	193.6	1.04	95.84	0.63	4.88	27.98	152.0
447	193.6	1.89	87.26	0.7	2.71	11.49	130.0
448	156.88	0.77	91.55	0.19	2.39	10.14	141.0
449	188.59	1.63	107.29	0.25	3.41	15.64	180.0
450	191.93	2.23	101.57	0.17	6.11	34.06	166.0
451	206.95	2.91	113.01	0.3	2.79	12.04	195.0
452	200.27	2.34	111.58	0.22	3.22	15.5	191.0
453	181.91	1.52	101.57	0.25	3.8	18.23	166.0
454	196.93	1.41	110.15	0.32	5.07	23.36	187.0
455	186.92	1.39	101.57	0.31	4.85	21.76	166.0
456	196.93	1.0	97.28	1.49	5.98	34.91	155.0
457	195.27	1.61	108.72	0.26	7.7	45.5	184.0
458	163.56	1.02	100.14	0.15	1.95	8.01	162.0
459	191.93	0.79	97.28	0.41	4.68	26.61	155.0
460	156.88	0.77	91.55	0.19	2.39	10.14	141.0
461	175.24	0.99	101.57	0.25	3.28	13.85	166.0
462	178.58	1.99	98.71	0.15	3.56	15.5	159.0
463	190.26	2.49	107.29	0.65	2.32	11.73	180.0
464	161.89	2.06	87.98	0.11	1.82	7.15	132.0
465	180.24	3.09	94.41	0.29	3.32	14.12	148.0
466	171.9	1.71	95.84	0.29	3.2	13.76	152.0
467	200.27	1.01	95.84	0.16	4.95	23.59	152.0
468	180.24	0.5	91.55	0.14	3.4	15.87	141.0
469	181.91	1.27	95.84	0.11	3.35	15.15	152.0
470	175.24	3.64	94.41	0.39	2.16	9.09	148.0
471	165.22	0.89	98.71	0.15	2.09	8.7	159.0
472	165.22	0.89	98.71	0.15	2.09	8.7	159.0
473	175.24	3.64	94.41	0.39	2.16	9.09	148.0
474	263.69	24.33	65.09	1.01	2.99	8.74	69.0
475	166.89	1.41	94.41	0.2	2.18	9.35	148.0
476	178.58	3.51	92.98	0.43	2.68	11.11	144.0
477	175.24	3.64	94.41	0.39	2.16	9.09	148.0
478	178.58	3.51	92.98	0.43	2.68	11.11	144.0
479	181.91	1.3	95.84	0.11	3.48	15.49	152.0
480	200.27	3.0	85.12	0.05	7.67	32.59	125.0
481	193.6	3.56	95.84	0.43	2.35	12.34	152.0
482	165.22	0.89	98.71	0.15	2.09	8.7	159.0
483	176.91	5.27	91.55	0.39	2.68	11.16	141.0
484	176.91	5.27	91.55	0.39	2.68	11.16	141.0
485	176.91	5.27	91.55	0.39	2.68	11.16	141.0
486	191.93	1.82	104.43	0.32	4.31	18.42	173.0
487	161.89	2.06	87.98	0.11	1.82	7.15	132.0
488	166.89	1.41	94.41	0.2	2.18	9.35	148.0
489	190.26	2.19	95.84	0.12	4.01	17.5	152.0
490	178.58	1.99	98.71	0.15	3.56	15.5	159.0
491	180.24	3.09	94.41	0.29	3.32	14.12	148.0
492	175.24	3.64	94.41	0.39	2.16	9.09	148.0
493	181.91	1.27	95.84	0.11	3.35	15.15	152.0
494	178.58	3.51	92.98	0.43	2.68	11.11	144.0
495	175.24	3.64	94.41	0.39	2.16	9.09	148.0
496	175.24	1.02	97.28	0.17	3.84	16.59	155.0
497	165.22	3.6	87.26	0.27	2.67	11.33	130.0
498	171.9	4.37	84.4	0.23	1.78	7.04	123.0
499	201.94	1.59	95.84	2.03	3.41	14.32	152.0
500	185.25	4.84	87.26	0.62	1.88	8.27	130.0
501	191.93	2.36	95.84	0.12	4.09	17.97	152.0
502	190.26	2.19	95.84	0.12	4.01	17.5	152.0
503	178.58	1.99	98.71	0.15	3.56	15.5	159.0
504	176.91	1.07	101.57	0.11	3.51	15.43	166.0
505	171.9	4.37	84.4	0.23	1.78	7.04	123.0
506	171.9	4.37	84.4	0.23	1.78	7.04	123.0
507	175.24	3.64	94.41	0.39	2.16	9.09	148.0
508	176.91	5.27	91.55	0.39	2.68	11.16	141.0
509	178.58	3.51	92.98	0.43	2.68	11.11	144.0
510	166.89	1.41	94.41	0.2	2.18	9.35	148.0
511	173.57	0.34	98.71	0.07	2.05	9.62	159.0
512	166.89	1.41	94.41	0.2	2.18	9.35	148.0
513	165.22	0.89	98.71	0.15	2.09	8.7	159.0
514	173.57	1.14	90.84	0.05	1.9	9.26	139.0
515	178.58	3.51	92.98	0.43	2.68	11.11	144.0
516	178.58	1.99	98.71	0.15	3.56	15.5	159.0
517	180.24	3.09	94.41	0.29	3.32	14.12	148.0
518	180.24	3.09	94.41	0.29	3.32	14.12	148.0
519	158.55	2.1	88.69	0.14	2.44	10.28	134.0
520	181.91	1.3	95.84	0.11	3.48	15.49	152.0
521	171.9	4.37	84.4	0.23	1.78	7.04	123.0
522	175.24	3.64	94.41	0.39	2.16	9.09	148.0
523	175.24	3.64	94.41	0.39	2.16	9.09	148.0
524	175.24	3.64	94.41	0.39	2.16	9.09	148.0
525	178.58	3.51	92.98	0.43	2.68	11.11	144.0
526	175.24	3.64	94.41	0.39	2.16	9.09	148.0
527	175.24	3.64	94.41	0.39	2.16	9.09	148.0
528	175.24	3.64	94.41	0.39	2.16	9.09	148.0
529	200.27	9.85	89.41	1.68	2.21	8.02	136.0
530	193.6	6.68	97.28	1.04	2.44	9.91	155.0
531	193.6	6.68	97.28	1.04	2.44	9.91	155.0
532	193.6	6.68	97.28	1.04	2.44	9.91	155.0
533	200.27	9.85	89.41	1.68	2.21	8.02	136.0
534	200.27	9.85	89.41	1.68	2.21	8.02	136.0
535	200.27	9.85	89.41	1.68	2.21	8.02	136.0
536	176.91	5.27	91.55	0.39	2.68	11.16	141.0
537	200.27	9.85	89.41	1.68	2.21	8.02	136.0
538	201.94	10.88	86.55	1.24	2.17	7.55	128.0
539	201.94	10.88	86.55	1.24	2.17	7.55	128.0
540	180.24	1.06	110.15	0.21	2.94	13.16	187.0
541	180.24	1.06	110.15	0.21	2.94	13.16	187.0
542	191.93	3.0	100.14	0.29	2.51	10.52	162.0
543	191.93	3.0	100.14	0.29	2.51	10.52	162.0
544	233.65	11.14	80.11	0.35	2.7	10.22	112.0
545	233.65	11.14	80.11	0.35	2.7	10.22	112.0
546	171.9	1.14	101.57	0.19	2.65	11.71	166.0
547	200.27	9.85	89.41	1.68	2.21	8.02	136.0
548	200.27	9.85	89.41	1.68	2.21	8.02	136.0
549	263.69	24.33	65.09	1.01	2.99	8.74	69.0
550	200.27	9.85	89.41	1.68	2.21	8.02	136.0
551	171.9	1.14	101.57	0.19	2.65	11.71	166.0
552	196.93	5.48	92.98	0.45	2.37	9.31	144.0
553	220.3	6.86	97.28	0.35	2.8	11.29	155.0
554	263.69	24.33	65.09	1.01	2.99	8.74	69.0
555	201.94	10.88	86.55	1.24	2.17	7.55	128.0
556	200.27	9.85	89.41	1.68	2.21	8.02	136.0
557	191.93	3.0	100.14	0.29	2.51	10.52	162.0
558	191.93	3.0	100.14	0.29	2.51	10.52	162.0
559	233.65	11.14	80.11	0.35	2.7	10.22	112.0
560	233.65	11.14	80.11	0.35	2.7	10.22	112.0
561	233.65	11.14	80.11	0.35	2.7	10.22	112.0
562	201.94	10.88	86.55	1.24	2.17	7.55	128.0
563	220.3	6.86	97.28	0.35	2.8	11.29	155.0
564	220.3	6.86	97.28	0.35	2.8	11.29	155.0
565	220.3	6.86	97.28	0.35	2.8	11.29	155.0
566	201.94	10.88	86.55	1.24	2.17	7.55	128.0
567	233.65	11.14	80.11	0.35	2.7	10.22	112.0
568	253.68	22.28	82.25	2.68	3.39	10.6	118.0
569	253.68	22.28	82.25	2.68	3.39	10.6	118.0
570	253.68	22.28	82.25	2.68	3.39	10.6	118.0
571	514.03	85.0	64.37	18.36	12.73	23.96	102.0
572	253.68	22.28	82.25	2.68	3.39	10.6	118.0
573	514.03	85.0	64.37	18.36	12.73	23.96	102.0
574	514.03	85.0	64.37	18.36	12.73	23.96	102.0
575	514.03	85.0	64.37	18.36	12.73	23.96	102.0
576	253.68	22.28	82.25	2.68	3.39	10.6	118.0
577	253.68	22.28	82.25	2.68	3.39	10.6	118.0
578	257.02	19.19	82.97	2.35	2.95	9.59	119.0
579	514.03	85.0	64.37	18.36	12.73	23.96	102.0
580	514.03	85.0	64.37	18.36	12.73	23.96	102.0
581	514.03	85.0	64.37	18.36	12.73	23.96	102.0
582	257.02	19.19	82.97	2.35	2.95	9.59	119.0
583	253.68	22.28	82.25	2.68	3.39	10.6	118.0
584	253.68	22.28	82.25	2.68	3.39	10.6	118.0
585	514.03	85.0	64.37	18.36	12.73	23.96	102.0
586	894.55	142.57	16.99	31.47	28.63	48.89	135.0
587	894.55	142.57	16.99	31.47	28.63	48.89	135.0
588	894.55	142.57	16.99	31.47	28.63	48.89	135.0
589	257.02	19.19	82.97	2.35	2.95	9.59	119.0
590	257.02	19.19	82.97	2.35	2.95	9.59	119.0
591	514.03	85.0	64.37	18.36	12.73	23.96	102.0
592	257.02	19.19	82.97	2.35	2.95	9.59	119.0
593	423.91	38.39	71.53	4.29	8.84	24.91	89.0
594	514.03	85.0	64.37	18.36	12.73	23.96	102.0
595	514.03	85.0	64.37	18.36	12.73	23.96	102.0
596	514.03	85.0	64.37	18.36	12.73	23.96	102.0
597	514.03	85.0	64.37	18.36	12.73	23.96	102.0
598	257.02	19.19	82.97	2.35	2.95	9.59	119.0
599	257.02	19.19	82.97	2.35	2.95	9.59	119.0
600	257.02	19.19	82.97	2.35	2.95	9.59	119.0
601	253.68	22.28	82.25	2.68	3.39	10.6	118.0
602	257.02	19.19	82.97	2.35	2.95	9.59	119.0
603	193.6	9.51	87.26	1.43	2.15	7.99	130.0
604	193.6	9.51	87.26	1.43	2.15	7.99	130.0
605	514.03	85.0	64.37	18.36	12.73	23.96	102.0
606	193.6	9.51	87.26	1.43	2.15	7.99	130.0
607	253.68	22.28	82.25	2.68	3.39	10.6	118.0
608	253.68	22.28	82.25	2.68	3.39	10.6	118.0
609	257.02	19.19	82.97	2.35	2.95	9.59	119.0
610	514.03	85.0	64.37	18.36	12.73	23.96	102.0
611	514.03	85.0	64.37	18.36	12.73	23.96	102.0
612	514.03	85.0	64.37	18.36	12.73	23.96	102.0
613	253.68	22.28	82.25	2.68	3.39	10.6	118.0
614	514.03	85.0	64.37	18.36	12.73	23.96	102.0
615	514.03	85.0	64.37	18.36	12.73	23.96	102.0
616	514.03	85.0	64.37	18.36	12.73	23.96	102.0
617	514.03	85.0	64.37	18.36	12.73	23.96	102.0
618	253.68	22.28	82.25	2.68	3.39	10.6	118.0
619	1228.33	178.22	1.5	28.85	58.31	79.68	162.0
620	1228.33	178.22	1.5	28.85	58.31	79.68	162.0
621	1228.33	178.22	1.5	28.85	58.31	79.68	162.0
622	1228.33	178.22	1.5	28.85	58.31	79.68	162.0
623	1228.33	178.22	1.5	28.85	58.31	79.68	162.0
624	694.28	82.94	1.81	3.73	14.0	25.71	101.0
625	694.28	82.94	1.81	3.73	14.0	25.71	101.0
626	1228.33	178.22	1.5	28.85	58.31	79.68	162.0
627	694.28	82.94	1.81	3.73	14.0	25.71	101.0
628	1228.33	178.22	1.5	28.85	58.31	79.68	162.0
629	1228.33	178.22	1.5	28.85	58.31	79.68	162.0
630	1228.33	178.22	1.5	28.85	58.31	79.68	162.0
631	1228.33	178.22	1.5	28.85	58.31	79.68	162.0
632	514.03	85.0	64.37	18.36	12.73	23.96	102.0
633	514.03	85.0	64.37	18.36	12.73	23.96	102.0
634	514.03	85.0	64.37	18.36	12.73	23.96	102.0
635	514.03	85.0	64.37	18.36	12.73	23.96	102.0
636	894.55	142.57	16.99	31.47	28.63	48.89	135.0
637	193.6	6.68	97.28	1.04	2.44	9.91	155.0
638	1228.33	178.22	1.5	28.85	58.31	79.68	162.0
639	1228.33	178.22	1.5	28.85	58.31	79.68	162.0
640	514.03	85.0	64.37	18.36	12.73	23.96	102.0
641	1228.33	178.22	1.5	28.85	58.31	79.68	162.0
642	514.03	85.0	64.37	18.36	12.73	23.96	102.0
643	253.68	22.28	82.25	2.68	3.39	10.6	118.0
644	1228.33	178.22	1.5	28.85	58.31	79.68	162.0
645	193.6	6.68	97.28	1.04	2.44	9.91	155.0
646	694.28	82.94	1.81	3.73	14.0	25.71	101.0
647	193.6	6.68	97.28	1.04	2.44	9.91	155.0
648	694.28	82.94	1.81	3.73	14.0	25.71	101.0
649	193.6	9.51	87.26	1.43	2.15	7.99	130.0
650	694.28	82.94	1.81	3.73	14.0	25.71	101.0
651	694.28	82.94	1.81	3.73	14.0	25.71	101.0
652	223.64	7.71	73.67	0.11	3.2	11.94	95.0
653	223.64	7.71	73.67	0.11	3.2	11.94	95.0
654	211.95	4.63	85.83	0.08	3.07	11.84	127.0
655	211.95	4.63	85.83	0.08	3.07	11.84	127.0
656	190.26	1.05	105.86	0.1	3.06	13.09	177.0
657	175.24	2.29	48.64	0.06	7.37	17.35	41.0
658	190.26	1.05	105.86	0.1	3.06	13.09	177.0
659	190.26	1.05	105.86	0.1	3.06	13.09	177.0
660	178.58	4.11	88.69	0.05	3.78	12.71	134.0
661	178.58	4.11	88.69	0.05	3.78	12.71	134.0
662	211.95	4.63	85.83	0.08	3.07	11.84	127.0
663	211.95	5.1	101.57	0.51	2.94	11.23	166.0
664	216.96	5.48	105.86	0.72	3.12	10.61	177.0
665	211.95	4.63	85.83	0.08	3.07	11.84	127.0
666	181.91	1.37	98.71	0.1	3.29	14.39	159.0
667	211.95	5.1	101.57	0.51	2.94	11.23	166.0
668	211.95	5.1	101.57	0.51	2.94	11.23	166.0
669	216.96	5.48	105.86	0.72	3.12	10.61	177.0
670	211.95	4.63	85.83	0.08	3.07	11.84	127.0
671	190.26	1.1	107.29	0.14	2.96	12.97	180.0
672	190.26	1.1	107.29	0.14	2.96	12.97	180.0
673	190.26	1.1	107.29	0.14	2.96	12.97	180.0
674	211.95	4.63	85.83	0.08	3.07	11.84	127.0
675	175.24	2.29	48.64	0.06	7.37	17.35	41.0
676	200.27	3.38	67.95	0.25	7.03	10.8	77.0
677	200.27	3.38	67.95	0.25	7.03	10.8	77.0
678	200.27	3.38	67.95	0.25	7.03	10.8	77.0
679	200.27	3.38	67.95	0.25	7.03	10.8	77.0
680	200.27	3.38	67.95	0.25	7.03	10.8	77.0
681	200.27	3.38	67.95	0.25	7.03	10.8	77.0
682	250.34	5.23	83.69	0.66	9.81	14.11	121.0
683	250.34	5.23	83.69	0.66	9.81	14.11	121.0
684	357.15	9.94	70.81	0.42	27.19	31.61	86.0
685	500.68	15.08	75.1	1.24	61.38	65.6	141.0
686	210.29	3.73	91.55	0.3	4.39	18.08	141.0
687	333.79	9.68	103.0	0.63	27.17	35.69	170.0
688	190.26	1.33	90.12	0.16	8.55	31.44	137.0
689	313.76	7.37	58.65	0.3	26.62	30.55	72.0
690	205.28	3.51	68.67	0.12	3.67	4.24	80.0
691	201.94	2.51	74.39	0.07	5.71	6.08	98.0
692	317.1	7.97	97.28	0.57	20.94	30.81	155.0
693	427.25	15.25	78.68	1.21	55.78	58.49	130.0
694	307.08	12.0	50.07	0.19	15.29	17.74	49.0
695	300.41	13.2	60.8	0.25	13.23	15.82	55.0
696	310.42	17.65	46.49	0.22	18.16	20.73	55.0
697	387.19	33.59	59.37	3.7	10.83	28.92	51.0
698	307.08	14.4	84.4	0.73	14.45	18.38	123.0
699	191.93	1.32	101.57	0.1	3.23	13.32	166.0
700	440.6	33.24	67.23	0.83	41.69	44.75	102.0
701	270.37	14.74	81.54	0.62	12.16	24.29	116.0
702	191.93	1.32	101.57	0.1	3.23	13.32	166.0
703	185.25	3.0	70.1	0.07	3.09	9.29	84.0
704	500.68	15.08	75.1	1.24	61.38	65.6	141.0
705	350.48	7.63	56.51	0.52	35.81	41.77	90.0
706	440.6	33.24	67.23	0.83	41.69	44.75	102.0
707	175.24	3.34	52.93	0.03	4.45	14.75	44.0
708	393.87	13.37	60.08	0.5	40.68	45.63	100.0
709	175.24	3.34	52.93	0.03	4.45	14.75	44.0
710	387.19	33.59	59.37	3.7	10.83	28.92	51.0
711	527.38	22.96	89.41	1.57	63.61	69.92	146.0
712	196.93	1.61	105.86	0.12	3.74	16.72	177.0
713	236.99	8.23	35.05	0.02	6.76	7.59	29.0
714	390.53	7.2	64.37	0.63	43.71	48.54	106.0
715	307.08	14.4	84.4	0.73	14.45	18.38	123.0
716	290.39	4.84	95.84	0.81	19.88	31.08	152.0
717	307.08	12.0	50.07	0.19	15.29	17.74	49.0
718	247.0	9.77	72.24	0.48	12.83	24.1	91.0
719	270.37	14.74	81.54	0.62	12.16	24.29	116.0
720	206.95	4.67	79.39	0.11	8.19	21.15	110.0
721	163.56	0.68	83.69	0.05	5.08	18.18	121.0
722	310.42	17.65	46.49	0.22	18.16	20.73	55.0
723	297.07	8.05	89.41	0.84	14.01	17.88	136.0
724	297.07	8.05	89.41	0.84	14.01	17.88	136.0
725	205.28	3.51	68.67	0.12	3.67	4.24	80.0
726	300.41	13.2	60.8	0.25	13.23	15.82	55.0
727	166.89	3.3	77.25	0.02	1.84	2.21	105.0
728	320.44	9.6	60.8	0.37	17.3	22.53	55.0
729	201.94	2.51	74.39	0.07	5.71	6.08	98.0
730	393.87	13.37	60.08	0.5	40.68	45.63	100.0
731	297.07	8.05	89.41	0.84	14.01	17.88	136.0
732	270.37	14.74	81.54	0.62	12.16	24.29	116.0
733	300.41	13.2	60.8	0.25	13.23	15.82	55.0
734	236.99	8.23	35.05	0.02	6.76	7.59	29.0
735	447.27	31.53	48.64	0.78	34.42	37.32	88.0
736	440.6	33.24	67.23	0.83	41.69	44.75	102.0
737	327.11	11.65	51.5	0.6	18.16	28.66	55.0
738	440.6	33.24	67.23	0.83	41.69	44.75	102.0
739	310.42	5.66	70.1	0.34	20.49	25.02	84.0
740	165.22	1.59	65.8	0.03	4.31	14.86	71.0
741	175.24	3.34	52.93	0.03	4.45	14.75	44.0
742	307.08	14.91	32.19	0.13	16.22	17.79	51.0
743	287.06	12.0	58.65	0.34	11.05	12.84	49.0
744	440.6	33.24	67.23	0.83	41.69	44.75	102.0
745	440.6	33.24	67.23	0.83	41.69	44.75	102.0
746	383.85	25.71	52.21	3.82	15.12	30.99	49.0
747	383.85	25.71	52.21	3.82	15.12	30.99	49.0
748	387.19	33.59	59.37	3.7	10.83	28.92	51.0
749	387.19	33.59	59.37	3.7	10.83	28.92	51.0
750	387.19	33.59	59.37	3.7	10.83	28.92	51.0
751	307.08	13.2	56.51	0.48	12.26	18.66	47.0
752	383.85	25.71	52.21	3.82	15.12	30.99	49.0
753	383.85	25.71	52.21	3.82	15.12	30.99	49.0
754	383.85	25.71	52.21	3.82	15.12	30.99	49.0
755	383.85	25.71	52.21	3.82	15.12	30.99	49.0
756	383.85	25.71	52.21	3.82	15.12	30.99	49.0
757	323.77	9.0	80.11	0.49	21.96	25.52	112.0
758	310.42	3.98	85.83	0.55	27.99	29.84	127.0
759	323.77	9.0	80.11	0.49	21.96	25.52	112.0
760	317.1	16.79	62.23	0.42	17.6	25.1	60.0
761	327.11	14.4	70.81	0.37	16.61	20.0	86.0
762	333.79	15.59	43.63	0.19	19.2	26.5	57.0
