	CO	NO2	O3	SO2	PM2.5	PM10	aqi
1220	614.17	49.35	1.92	1.55	18.58	24.62	61.0
1221	614.17	49.35	1.92	1.55	18.58	24.62	61.0
1222	614.17	49.35	1.92	1.55	18.58	24.62	61.0
1223	614.17	49.35	1.92	1.55	18.58	24.62	61.0
1224	614.17	49.35	1.92	1.55	18.58	24.62	61.0
1225	327.11	22.28	55.79	0.88	9.05	11.46	47.0
1226	327.11	22.28	55.79	0.88	9.05	11.46	47.0
1227	327.11	22.28	55.79	0.88	9.05	11.46	47.0
1228	614.17	49.35	1.92	1.55	18.58	24.62	61.0
1229	327.11	22.28	55.79	0.88	9.05	11.46	47.0
1230	614.17	49.35	1.92	1.55	18.58	24.62	61.0
1231	327.11	22.28	55.79	0.88	9.05	11.46	47.0
1232	494.0	53.47	47.21	4.83	19.52	22.13	66.0
1233	226.97	9.08	42.2	0.05	2.54	3.48	35.0
1234	300.41	10.11	23.96	0.02	1.59	2.04	20.0
1235	300.41	10.11	23.96	0.02	1.59	2.04	20.0
1236	250.34	14.74	49.35	0.04	3.57	6.66	41.0
1237	307.08	24.33	36.84	0.83	9.49	13.85	31.0
1238	387.19	42.16	10.82	0.39	8.96	13.41	52.0
1239	206.95	8.57	39.7	0.03	3.47	6.64	33.0
1240	453.95	41.13	2.12	0.83	11.48	17.38	51.0
1241	614.17	49.35	1.92	1.55	18.58	24.62	61.0
1242	257.02	12.17	21.82	0.03	2.72	3.47	18.0
1243	223.64	4.58	60.08	0.12	2.44	3.26	53.0
1244	327.11	19.88	35.41	1.33	12.45	16.82	40.0
1245	387.19	42.16	10.82	0.39	8.96	13.41	52.0
1246	387.19	42.16	10.82	0.39	8.96	13.41	52.0
1247	327.11	22.28	55.79	0.88	9.05	11.46	47.0
1248	327.11	22.28	55.79	0.88	9.05	11.46	47.0
1249	257.02	12.17	21.82	0.03	2.72	3.47	18.0
1250	257.02	12.17	21.82	0.03	2.72	3.47	18.0
1251	226.97	9.08	42.2	0.05	2.54	3.48	35.0
1252	257.02	12.17	21.82	0.03	2.72	3.47	18.0
1253	253.68	14.91	45.78	0.04	2.82	3.74	38.0
1254	226.97	9.08	42.2	0.05	2.54	3.48	35.0
1255	250.34	14.74	49.35	0.04	3.57	6.66	41.0
1256	250.34	14.74	49.35	0.04	3.57	6.66	41.0
1257	247.0	6.26	34.69	0.02	2.67	3.39	29.0
1258	257.02	12.17	21.82	0.03	2.72	3.47	18.0
1259	327.11	22.28	55.79	0.88	9.05	11.46	47.0
1260	467.3	26.05	34.69	0.55	43.99	47.6	107.0
1261	453.95	29.47	30.04	0.54	26.84	30.96	72.0
1262	473.98	64.43	10.46	13.11	38.68	45.12	96.0
1263	303.75	15.25	31.47	0.06	3.95	5.1	26.0
1264	243.66	5.74	55.08	0.26	10.53	11.61	46.0
1265	560.76	43.53	11.09	1.0	44.6	48.48	108.0
1266	223.64	4.58	60.08	0.12	2.44	3.26	53.0
1267	253.68	10.54	47.21	0.08	3.65	4.7	40.0
1268	453.95	29.47	30.04	0.54	26.84	30.96	72.0
1269	390.53	19.54	47.92	0.69	48.79	52.79	116.0
1270	453.95	29.47	30.04	0.54	26.84	30.96	72.0
1271	453.95	29.47	30.04	0.54	26.84	30.96	72.0
1272	357.15	5.1	97.28	1.73	42.08	45.79	155.0
1273	188.59	7.97	70.1	0.05	2.42	2.97	84.0
1274	520.71	38.73	4.56	0.78	18.86	23.7	56.0
1275	467.3	42.16	27.9	1.45	27.54	33.02	74.0
1276	260.35	8.31	23.6	0.04	2.99	4.71	20.0
1277	370.5	10.2	69.38	0.85	57.02	58.69	133.0
1278	297.07	16.11	18.06	0.1	8.9	13.64	28.0
1279	560.76	43.53	11.09	1.0	44.6	48.48	108.0
1280	267.03	8.48	50.07	0.38	14.28	15.71	46.0
1281	560.76	43.53	11.09	1.0	44.6	48.48	108.0
1282	233.65	9.94	35.05	0.03	4.57	7.7	29.0
1283	560.76	43.53	11.09	1.0	44.6	48.48	108.0
1284	253.68	7.54	40.05	0.07	5.65	7.02	33.0
1285	614.17	49.35	1.92	1.55	18.58	24.62	61.0
1286	393.87	14.74	62.94	1.15	26.31	28.49	71.0
1287	467.3	26.05	34.69	0.55	43.99	47.6	107.0
1288	230.31	6.34	34.33	0.02	2.13	3.13	29.0
1289	614.17	49.35	1.92	1.55	18.58	24.62	61.0
1290	494.0	49.35	9.57	16.45	34.36	40.53	87.0
1291	253.68	9.08	45.78	0.1	6.37	7.31	38.0
1292	460.63	26.73	55.08	1.43	38.32	41.85	95.0
1293	460.63	26.73	55.08	1.43	38.32	41.85	95.0
1294	253.68	9.08	45.78	0.1	6.37	7.31	38.0
1295	230.31	6.34	34.33	0.02	2.13	3.13	29.0
1296	460.63	26.73	55.08	1.43	38.32	41.85	95.0
1297	467.3	42.16	27.9	1.45	27.54	33.02	74.0
1298	520.71	38.73	4.56	0.78	18.86	23.7	56.0
1299	520.71	38.73	4.56	0.78	18.86	23.7	56.0
1300	520.71	38.73	4.56	0.78	18.86	23.7	56.0
1301	467.3	42.16	27.9	1.45	27.54	33.02	74.0
1302	520.71	38.73	4.56	0.78	18.86	23.7	56.0
1303	467.3	42.16	27.9	1.45	27.54	33.02	74.0
1304	370.5	10.2	69.38	0.85	57.02	58.69	133.0
1305	520.71	38.73	4.56	0.78	18.86	23.7	56.0
1306	390.53	19.54	47.92	0.69	48.79	52.79	116.0
1307	180.24	5.23	50.07	0.01	0.58	0.69	42.0
1308	393.87	14.74	62.94	1.15	26.31	28.49	71.0
1309	467.3	42.16	27.9	1.45	27.54	33.02	74.0
1310	520.71	38.73	4.56	0.78	18.86	23.7	56.0
1311	467.3	42.16	27.9	1.45	27.54	33.02	74.0
1312	267.03	8.48	50.07	0.38	14.28	15.71	46.0
1313	303.75	15.25	31.47	0.06	3.95	5.1	26.0
1314	303.75	15.25	31.47	0.06	3.95	5.1	26.0
1315	393.87	11.48	57.94	0.86	56.6	59.04	132.0
1316	233.65	9.17	47.21	0.01	1.3	1.68	40.0
1317	473.98	64.43	10.46	13.11	38.68	45.12	96.0
1318	473.98	64.43	10.46	13.11	38.68	45.12	96.0
1319	303.75	15.25	31.47	0.06	3.95	5.1	26.0
1320	560.76	43.53	11.09	1.0	44.6	48.48	108.0
1321	560.76	43.53	11.09	1.0	44.6	48.48	108.0
1322	223.64	4.58	60.08	0.12	2.44	3.26	53.0
1323	494.0	49.35	9.57	16.45	34.36	40.53	87.0
1324	297.07	16.11	18.06	0.1	8.9	13.64	28.0
1325	337.12	13.37	62.94	0.55	38.11	41.85	95.0
1326	453.95	29.47	30.04	0.54	26.84	30.96	72.0
1327	188.59	7.97	70.1	0.05	2.42	2.97	84.0
1328	473.98	64.43	10.46	13.11	38.68	45.12	96.0
1329	240.33	9.0	60.8	0.25	2.89	5.23	55.0
1330	240.33	9.0	60.8	0.25	2.89	5.23	55.0
1331	240.33	9.0	60.8	0.25	2.89	5.23	55.0
1332	240.33	9.0	60.8	0.25	2.89	5.23	55.0
1333	240.33	9.0	60.8	0.25	2.89	5.23	55.0
1334	240.33	9.0	60.8	0.25	2.89	5.23	55.0
1335	257.02	7.37	43.99	0.54	6.04	6.57	37.0
1336	233.65	4.58	36.84	0.14	4.15	4.56	31.0
1337	216.96	4.5	38.98	0.04	2.78	3.1	33.0
1338	236.99	9.94	36.84	0.02	1.18	1.22	31.0
1339	257.02	7.37	43.99	0.54	6.04	6.57	37.0
1340	233.65	5.23	47.21	0.18	3.65	4.49	40.0
1341	198.6	3.13	75.82	0.06	1.41	2.84	102.0
1342	196.93	3.3	46.49	0.02	0.96	1.87	39.0
1343	198.6	4.03	51.5	0.03	1.37	2.23	43.0
1344	198.6	3.13	75.82	0.06	1.41	2.84	102.0
1345	240.33	5.27	38.27	0.11	3.76	3.96	32.0
1346	166.89	1.56	33.26	0.01	0.5	0.66	28.0
1347	211.95	7.37	42.92	0.02	1.37	1.42	36.0
1348	233.65	5.23	47.21	0.18	3.65	4.49	40.0
1349	233.65	6.86	70.81	0.2	4.18	7.94	86.0
1350	280.38	12.17	41.13	0.86	7.99	9.02	34.0
1351	220.3	7.63	37.19	0.02	1.07	1.74	31.0
1352	243.66	8.82	55.79	0.32	2.87	5.01	47.0
1353	277.04	8.82	37.55	0.18	4.51	4.89	31.0
1354	240.33	9.0	60.8	0.25	2.89	5.23	55.0
1355	211.95	6.6	58.65	0.04	1.45	2.91	49.0
1356	233.65	6.86	70.81	0.2	4.18	7.94	86.0
1357	196.93	3.3	46.49	0.02	0.96	1.87	39.0
1358	243.66	8.82	55.79	0.32	2.87	5.01	47.0
1359	280.38	12.68	23.25	0.36	7.51	8.06	24.0
1360	243.66	8.82	55.79	0.32	2.87	5.01	47.0
1361	211.95	6.6	58.65	0.04	1.45	2.91	49.0
1362	200.27	5.83	52.21	0.03	1.01	1.81	44.0
1363	233.65	5.23	47.21	0.18	3.65	4.49	40.0
1364	198.6	3.13	75.82	0.06	1.41	2.84	102.0
1365	203.61	3.73	70.81	0.07	2.68	5.17	86.0
1366	220.3	7.63	37.19	0.02	1.07	1.74	31.0
1367	236.99	9.94	36.84	0.02	1.18	1.22	31.0
1368	257.02	7.37	43.99	0.54	6.04	6.57	37.0
1369	198.6	3.0	75.82	0.07	1.68	3.53	102.0
1370	196.93	3.3	46.49	0.02	0.96	1.87	39.0
1371	280.38	12.17	41.13	0.86	7.99	9.02	34.0
1372	257.02	7.37	43.99	0.54	6.04	6.57	37.0
1373	201.94	3.3	67.95	0.05	1.54	3.37	77.0
1374	233.65	5.23	47.21	0.18	3.65	4.49	40.0
1375	263.69	10.97	20.03	0.14	5.66	6.01	18.0
1376	220.3	7.63	37.19	0.02	1.07	1.74	31.0
1377	243.66	8.82	55.79	0.32	2.87	5.01	47.0
1378	263.69	10.97	20.03	0.14	5.66	6.01	18.0
1379	198.6	3.0	75.82	0.07	1.68	3.53	102.0
1380	280.38	12.68	23.25	0.36	7.51	8.06	24.0
1381	226.97	6.6	38.62	0.03	1.6	2.02	32.0
1382	223.64	5.48	42.56	0.02	1.71	1.92	36.0
1383	243.66	8.82	55.79	0.32	2.87	5.01	47.0
1384	293.73	19.36	21.64	0.16	5.07	8.91	24.0
1385	233.65	6.86	70.81	0.2	4.18	7.94	86.0
1386	307.08	22.28	33.62	0.07	3.33	3.95	28.0
1387	220.3	7.63	37.19	0.02	1.07	1.74	31.0
1388	233.65	5.23	47.21	0.18	3.65	4.49	40.0
1389	240.33	7.97	18.24	0.04	2.38	2.57	15.0
1390	216.96	8.23	25.75	0.01	1.42	1.51	21.0
1391	243.66	8.82	55.79	0.32	2.87	5.01	47.0
1392	220.3	7.63	37.19	0.02	1.07	1.74	31.0
1393	223.64	5.91	43.63	0.08	2.63	3.0	36.0
1394	327.11	20.74	29.33	1.12	9.67	10.83	31.0
1395	283.72	12.17	46.49	0.75	4.0	5.7	39.0
1396	283.72	12.17	46.49	0.75	4.0	5.7	39.0
1397	283.72	19.71	7.06	0.03	1.73	1.85	24.0
1398	220.3	9.08	30.4	0.02	1.25	1.44	25.0
1399	270.37	16.62	38.98	0.25	3.69	4.89	33.0
1400	270.37	16.62	38.98	0.25	3.69	4.89	33.0
1401	270.37	16.62	38.98	0.25	3.69	4.89	33.0
1402	317.1	14.22	1.57	0.3	3.83	4.51	17.0
1403	180.24	2.59	21.64	0.01	0.86	1.16	18.0
1404	181.91	2.55	40.77	0.02	0.78	1.17	34.0
1405	247.0	11.65	12.16	0.02	2.54	3.61	14.0
1406	263.69	9.68	20.39	0.18	3.89	4.09	17.0
1407	216.96	2.72	52.93	0.58	2.84	4.04	44.0
1408	220.3	3.09	48.64	0.83	3.09	3.84	41.0
1409	280.38	20.22	9.92	0.13	3.72	5.48	25.0
1410	283.72	19.71	7.06	0.03	1.73	1.85	24.0
1411	201.94	2.72	24.68	0.01	1.49	1.6	20.0
1412	191.93	3.64	41.49	0.04	1.19	1.3	35.0
1413	270.37	8.05	38.98	0.02	1.5	1.57	33.0
1414	280.38	20.22	9.92	0.13	3.72	5.48	25.0
1415	233.65	2.87	41.49	0.24	3.83	4.05	35.0
1416	337.12	25.02	6.97	3.7	5.67	6.91	31.0
1417	337.12	25.02	6.97	3.7	5.67	6.91	31.0
1418	220.3	3.09	48.64	0.83	3.09	3.84	41.0
1419	186.92	3.77	39.34	0.02	0.92	1.61	33.0
1420	290.39	29.82	9.12	0.02	1.91	2.1	37.0
1421	220.3	9.08	30.4	0.02	1.25	1.44	25.0
1422	216.96	0.72	55.79	0.23	3.31	3.42	47.0
1423	210.29	4.58	18.42	0.01	1.35	1.46	15.0
1424	196.93	2.57	42.92	0.18	1.61	1.82	36.0
1425	220.3	9.08	30.4	0.02	1.25	1.44	25.0
1426	201.94	6.51	18.24	0.09	1.15	1.23	15.0
1427	280.38	20.22	9.92	0.13	3.72	5.48	25.0
1428	201.94	5.48	20.03	0.01	1.13	1.24	16.0
1429	270.37	16.62	38.98	0.25	3.69	4.89	33.0
1430	280.38	20.22	9.92	0.13	3.72	5.48	25.0
1431	310.42	11.48	26.46	0.18	3.97	4.14	22.0
1432	185.25	2.74	29.68	0.01	1.26	1.42	25.0
1433	290.39	29.82	9.12	0.02	1.91	2.1	37.0
1434	243.66	6.86	47.21	0.08	3.07	3.29	40.0
1435	290.39	29.82	9.12	0.02	1.91	2.1	37.0
1436	250.34	9.94	15.56	0.01	1.56	1.65	13.0
1437	230.31	10.45	27.9	0.02	1.41	1.48	23.0
1438	230.31	10.45	27.9	0.02	1.41	1.48	23.0
1439	190.26	2.83	35.41	0.06	1.51	1.6	30.0
1440	186.92	3.77	39.34	0.02	0.92	1.61	33.0
1441	574.11	63.06	27.18	3.22	20.22	27.76	78.0
1442	340.46	12.51	34.33	0.18	9.27	15.7	30.0
1443	340.46	12.51	34.33	0.18	9.27	15.7	30.0
1444	340.46	12.51	34.33	0.18	9.27	15.7	30.0
1445	680.92	55.52	1.35	3.07	22.1	26.97	69.0
1446	191.93	3.0	72.96	0.08	2.1	4.49	93.0
1447	208.62	6.26	59.37	0.07	3.53	7.66	51.0
1448	487.33	38.73	37.91	1.94	22.36	31.67	63.0
1449	487.33	38.73	37.91	1.94	22.36	31.67	63.0
1450	534.06	50.72	35.41	5.25	31.13	34.58	81.0
1451	387.19	25.02	11.62	0.05	5.92	9.26	31.0
1452	534.06	50.72	35.41	5.25	31.13	34.58	81.0
1453	480.65	40.78	3.17	0.65	10.33	16.88	50.0
1454	480.65	40.78	3.17	0.65	10.33	16.88	50.0
1455	433.92	35.3	8.85	0.35	8.14	15.81	44.0
1456	250.34	13.2	50.07	0.29	4.22	10.61	42.0
1457	487.33	38.73	37.91	1.94	22.36	31.67	63.0
1458	433.92	35.3	8.85	0.35	8.14	15.81	44.0
1459	674.25	80.88	18.42	8.46	30.72	35.9	100.0
1460	363.83	26.73	35.76	0.95	9.33	14.79	33.0
1461	297.07	13.54	55.08	0.72	7.97	14.04	46.0
1462	208.62	6.26	59.37	0.07	3.53	7.66	51.0
1463	487.33	38.73	37.91	1.94	22.36	31.67	63.0
1464	337.12	16.45	30.4	0.25	5.7	8.02	25.0
1465	714.3	61.69	2.12	2.15	23.02	32.34	77.0
1466	253.68	13.71	65.8	0.12	2.4	3.49	71.0
1467	494.0	53.47	47.21	4.83	19.52	22.13	66.0
1468	387.19	25.02	11.62	0.05	5.92	9.26	31.0
1469	243.66	6.34	66.52	0.07	2.36	3.58	73.0
1470	387.19	25.02	11.62	0.05	5.92	9.26	31.0
1471	240.33	6.43	22.17	0.01	2.04	2.97	18.0
1472	191.93	3.0	72.96	0.08	2.1	4.49	93.0
1473	350.48	26.39	64.37	2.56	15.05	18.39	66.0
1474	534.06	50.72	35.41	5.25	31.13	34.58	81.0
1475	307.08	24.33	36.84	0.83	9.49	13.85	31.0
1476	387.19	19.19	47.92	2.03	23.89	26.97	66.0
1477	270.37	16.28	22.35	0.05	3.57	5.47	20.0
1478	307.08	15.25	13.59	0.43	4.33	10.5	19.0
1479	166.89	1.26	85.12	0.04	2.79	4.17	125.0
1480	397.21	24.33	52.93	0.89	13.17	21.99	44.0
1481	340.46	12.51	34.33	0.18	9.27	15.7	30.0
1482	387.19	25.02	11.62	0.05	5.92	9.26	31.0
1483	487.33	38.73	37.91	1.94	22.36	31.67	63.0
1484	260.35	16.45	38.62	0.19	4.09	9.89	32.0
1485	674.25	80.88	18.42	8.46	30.72	35.9	100.0
1486	340.46	12.51	34.33	0.18	9.27	15.7	30.0
1487	400.54	33.59	27.54	0.86	8.2	16.15	41.0
1488	487.33	38.73	37.91	1.94	22.36	31.67	63.0
1489	487.33	38.73	37.91	1.94	22.36	31.67	63.0
1490	487.33	38.73	37.91	1.94	22.36	31.67	63.0
1491	340.46	12.51	34.33	0.18	9.27	15.7	30.0
1492	340.46	12.51	34.33	0.18	9.27	15.7	30.0
1493	337.12	16.45	30.4	0.25	5.7	8.02	25.0
1494	247.0	6.26	34.69	0.02	2.67	3.39	29.0
1495	433.92	35.3	8.85	0.35	8.14	15.81	44.0
1496	400.54	33.59	27.54	0.86	8.2	16.15	41.0
1497	574.11	63.06	27.18	3.22	20.22	27.76	78.0
1498	487.33	38.73	37.91	1.94	22.36	31.67	63.0
1499	433.92	35.3	8.85	0.35	8.14	15.81	44.0
1500	297.07	13.54	55.08	0.72	7.97	14.04	46.0
1501	400.54	33.59	27.54	0.86	8.2	16.15	41.0
1502	337.12	16.45	30.4	0.25	5.7	8.02	25.0
1503	487.33	38.73	37.91	1.94	22.36	31.67	63.0
1504	487.33	38.73	37.91	1.94	22.36	31.67	63.0
1505	191.93	3.0	72.96	0.08	2.1	4.49	93.0
1506	534.06	50.72	35.41	5.25	31.13	34.58	81.0
1507	397.21	24.33	52.93	0.89	13.17	21.99	44.0
1508	433.92	35.3	8.85	0.35	8.14	15.81	44.0
1509	781.06	98.71	12.52	8.11	40.27	48.47	110.0
1510	247.0	6.26	34.69	0.02	2.67	3.39	29.0
1511	337.12	16.45	30.4	0.25	5.7	8.02	25.0
1512	534.06	50.72	35.41	5.25	31.13	34.58	81.0
1513	363.83	26.73	35.76	0.95	9.33	14.79	33.0
1514	363.83	26.73	35.76	0.95	9.33	14.79	33.0
1515	337.12	16.45	30.4	0.25	5.7	8.02	25.0
1516	534.06	50.72	35.41	5.25	31.13	34.58	81.0
1517	680.92	55.52	1.35	3.07	22.1	26.97	69.0
1518	420.57	32.56	5.36	0.48	9.85	18.93	40.0
1519	494.0	53.47	47.21	4.83	19.52	22.13	66.0
1520	250.34	13.2	50.07	0.29	4.22	10.61	42.0
1521	260.35	16.45	38.62	0.19	4.09	9.89	32.0
1522	260.35	16.45	38.62	0.19	4.09	9.89	32.0
1523	303.75	21.94	22.53	0.36	4.55	10.56	27.0
1524	574.11	63.06	27.18	3.22	20.22	27.76	78.0
1525	208.62	5.06	59.37	0.12	6.23	10.28	51.0
1526	423.91	25.02	7.42	0.1	5.95	7.16	31.0
1527	337.12	16.62	13.23	0.04	3.96	6.03	20.0
1528	423.91	25.02	7.42	0.1	5.95	7.16	31.0
1529	423.91	25.02	7.42	0.1	5.95	7.16	31.0
1530	208.62	5.06	59.37	0.12	6.23	10.28	51.0
1531	423.91	25.02	7.42	0.1	5.95	7.16	31.0
1532	178.58	1.84	63.66	0.02	1.67	2.41	64.0
1533	176.91	1.65	84.4	0.08	5.75	9.17	123.0
1534	340.46	14.4	37.91	0.1	6.93	10.59	32.0
1535	181.91	3.94	77.25	0.18	5.96	11.04	105.0
1536	240.33	6.43	22.17	0.01	2.04	2.97	18.0
1537	181.91	3.6	77.96	0.21	5.15	8.9	107.0
1538	176.91	1.65	84.4	0.08	5.75	9.17	123.0
1539	423.91	25.02	7.42	0.1	5.95	7.16	31.0
1540	674.25	80.88	18.42	8.46	30.72	35.9	100.0
1541	714.3	61.69	2.12	2.15	23.02	32.34	77.0
1542	487.33	38.73	37.91	1.94	22.36	31.67	63.0
1543	680.92	55.52	1.35	3.07	22.1	26.97	69.0
1544	680.92	55.52	1.35	3.07	22.1	26.97	69.0
1545	714.3	61.69	2.12	2.15	23.02	32.34	77.0
1546	397.21	24.33	52.93	0.89	13.17	21.99	44.0
1547	303.75	22.96	20.92	0.54	4.53	10.87	28.0
1548	680.92	55.52	1.35	3.07	22.1	26.97	69.0
1549	680.92	55.52	1.35	3.07	22.1	26.97	69.0
1550	297.07	13.54	55.08	0.72	7.97	14.04	46.0
1551	680.92	55.52	1.35	3.07	22.1	26.97	69.0
1552	680.92	55.52	1.35	3.07	22.1	26.97	69.0
1553	680.92	55.52	1.35	3.07	22.1	26.97	69.0
1554	680.92	55.52	1.35	3.07	22.1	26.97	69.0
1555	680.92	55.52	1.35	3.07	22.1	26.97	69.0
1556	487.33	38.73	37.91	1.94	22.36	31.67	63.0
1557	680.92	55.52	1.35	3.07	22.1	26.97	69.0
1558	680.92	55.52	1.35	3.07	22.1	26.97	69.0
1559	680.92	55.52	1.35	3.07	22.1	26.97	69.0
1560	680.92	55.52	1.35	3.07	22.1	26.97	69.0
1561	674.25	80.88	18.42	8.46	30.72	35.9	100.0
1562	674.25	80.88	18.42	8.46	30.72	35.9	100.0
1563	680.92	55.52	1.35	3.07	22.1	26.97	69.0
1564	674.25	80.88	18.42	8.46	30.72	35.9	100.0
1565	674.25	80.88	18.42	8.46	30.72	35.9	100.0
1566	680.92	55.52	1.35	3.07	22.1	26.97	69.0
1567	680.92	55.52	1.35	3.07	22.1	26.97	69.0
1568	297.07	13.54	55.08	0.72	7.97	14.04	46.0
1569	297.07	13.54	55.08	0.72	7.97	14.04	46.0
1570	297.07	13.54	55.08	0.72	7.97	14.04	46.0
1571	303.75	22.96	20.92	0.54	4.53	10.87	28.0
1572	297.07	13.54	55.08	0.72	7.97	14.04	46.0
1573	487.33	38.73	37.91	1.94	22.36	31.67	63.0
1574	487.33	38.73	37.91	1.94	22.36	31.67	63.0
1575	487.33	38.73	37.91	1.94	22.36	31.67	63.0
1576	674.25	80.88	18.42	8.46	30.72	35.9	100.0
1577	420.57	32.56	5.36	0.48	9.85	18.93	40.0
1578	343.8	17.31	47.21	0.32	8.02	15.23	40.0
1579	223.64	7.03	70.1	0.21	12.94	28.06	84.0
1580	250.34	10.71	60.8	0.21	3.37	7.01	55.0
1581	357.15	21.08	13.77	0.13	6.14	14.42	26.0
1582	190.26	1.97	81.54	0.02	5.76	17.89	116.0
1583	186.92	1.61	83.69	0.05	7.0	21.03	121.0
1584	317.1	17.65	29.33	0.39	4.85	9.65	24.0
1585	307.08	11.65	51.5	0.1	7.87	16.2	43.0
1586	201.94	2.96	72.96	0.1	8.33	20.42	93.0
1587	280.38	11.48	34.33	0.42	3.59	7.7	29.0
1588	206.95	4.41	74.39	0.17	10.31	24.1	98.0
1589	310.42	24.33	26.82	0.22	6.86	15.81	30.0
1590	206.95	4.41	74.39	0.17	10.31	24.1	98.0
1591	263.69	8.48	42.92	0.3	3.28	7.41	36.0
1592	263.69	8.48	42.92	0.3	3.28	7.41	36.0
1593	206.95	4.41	74.39	0.17	10.31	24.1	98.0
1594	297.07	21.08	18.6	0.19	3.66	6.92	26.0
1595	198.6	3.38	62.23	0.01	9.33	35.7	60.0
1596	307.08	11.65	51.5	0.1	7.87	16.2	43.0
1597	223.64	7.03	70.1	0.21	12.94	28.06	84.0
1598	303.75	21.94	22.53	0.36	4.55	10.56	27.0
1599	290.39	19.02	30.4	0.29	4.98	10.97	25.0
1600	198.6	3.09	37.55	0.01	0.79	1.54	31.0
1601	201.94	2.96	72.96	0.1	8.33	20.42	93.0
1602	178.58	0.92	80.11	0.03	3.4	9.71	112.0
1603	283.72	13.71	41.13	0.17	3.21	6.93	34.0
1604	223.64	7.03	70.1	0.21	12.94	28.06	84.0
1605	230.31	5.23	53.64	0.11	8.34	15.2	45.0
1606	307.08	11.65	51.5	0.1	7.87	16.2	43.0
1607	198.6	3.38	62.23	0.01	9.33	35.7	60.0
1608	290.39	13.54	23.6	0.25	4.84	11.45	20.0
1609	340.46	14.4	37.91	0.1	6.93	10.59	32.0
1610	290.39	18.34	25.03	0.6	4.0	9.74	22.0
1611	283.72	13.71	41.13	0.17	3.21	6.93	34.0
1612	290.39	13.54	23.6	0.25	4.84	11.45	20.0
1613	178.58	1.18	85.12	0.03	4.64	13.99	125.0
