	zip_code	y-2016	latitude	longitude
742	93286	10169	36.4313	-119.0918
743	93287	115	35.7068	-118.8439
744	93291	56298	36.3551	-119.301
745	93292	39089	36.3302	-119.2921
746	93301	11555	35.3866	-119.0171
747	93304	51891	35.3396	-119.0218
748	93305	38793	35.3855	-118.986
749	93306	69660	35.3867	-118.9391
750	93307	84667	35.3275	-118.9839
751	93308	54497	35.4244	-119.0433
752	93309	59492	35.3384	-119.0627
753	93311	45512	35.3039	-119.1056
754	93312	58102	35.3935	-119.1205
755	93313	49006	35.2974	-119.0509
756	93314	26197	35.3863	-119.17
757	93401	28684	35.2635	-120.6509
758	93402	15636	35.3172	-120.8333
759	93405	35642	35.2901	-120.6817
760	93410	0	35.3471	-120.4553
761	93420	30022	35.1661	-120.4651
762	93422	33270	35.4754	-120.6638
763	93424	867	35.18	-120.7318
764	93426	1988	35.8093	-120.9728
765	93427	5662	34.6209	-120.1922
766	93428	6309	35.5566	-121.084
767	93429	140	34.8458	-120.535
768	93430	3214	35.4446	-120.8908
769	93432	953	35.4779	-120.4361
770	93433	13484	35.121	-120.6173
771	93434	7252	34.96	-120.5703
772	93436	55914	34.6583	-120.4506
773	93437	3483	34.7532	-120.5171
774	93440	1507	34.7457	-120.2049
775	93441	1099	34.6678	-120.1149
776	93442	11092	35.3795	-120.8447
777	93444	19317	35.0298	-120.4894
778	93445	8164	35.1019	-120.608
779	93446	44515	35.6406	-120.7003
780	93449	7984	35.1578	-120.6522
781	93450	988	35.9857	-120.8612
782	93451	4184	35.9004	-120.5929
783	93452	552	35.6668	-121.144
784	93453	3170	35.3584	-120.2596
785	93454	38980	34.9545	-120.4325
786	93455	43898	34.8286	-120.4268
787	93458	56722	34.9535	-120.4957
788	93460	4798	34.624	-120.0713
789	93461	1447	35.6513	-120.372
790	93463	7905	34.6488	-120.1701
791	93465	8995	35.5551	-120.7107
792	93501	5134	35.0478	-118.1735
793	93505	13324	35.1278	-117.9651
794	93510	7594	34.4835	-118.1959
795	93512	352	37.8926	-118.5647
796	93513	1803	37.1679	-118.2916
797	93514	13976	37.5014	-118.4048
798	93516	2314	35.0037	-117.6629
799	93517	909	38.2566	-119.208
800	93518	949	35.3701	-118.4612
801	93519	36	35.3089	-117.9684
802	93522	35	36.2948	-117.5957
803	93523	3366	34.9261	-117.9351
804	93524	171	34.932	-117.9071
805	93526	703	36.8396	-118.2048
806	93527	2206	35.6397	-117.857
807	93528	127	35.3708	-117.6427
808	93529	631	37.7773	-119.0825
809	93530	29	36.4886	-117.8741
810	93531	369	35.2375	-118.6076
811	93532	2681	34.6847	-118.5442
812	93534	38994	34.6909	-118.1491
813	93535	73948	34.7131	-117.8783
814	93536	70969	34.7471	-118.3687
815	93541	500	37.989	-119.1234
816	93543	13780	34.4891	-117.9708
817	93544	1021	34.493	-117.7543
818	93545	2005	36.5798	-118.0578
819	93546	9252	37.6094	-118.8656
820	93549	250	36.23	-117.9552
821	93550	75624	34.4133	-118.0917
822	93551	51023	34.6017	-118.231
823	93552	41128	34.5715	-118.0231
824	93553	1882	34.4225	-117.9055
825	93554	156	35.3866	-117.7159
826	93555	34064	35.6225	-117.6709
827	93558	236	35.3479	-117.6214
828	93560	20263	34.8664	-118.3409
829	93561	34182	35.1322	-118.449
830	93562	1620	35.7481	-117.3808
831	93563	413	34.3966	-117.7604
832	93591	6508	34.6019	-117.8123
833	93592	41	35.7627	-117.3728
834	93601	1944	37.4076	-119.7233
835	93602	4151	37.0726	-119.4572
836	93603	138	36.6313	-119.0132
837	93604	708	37.3244	-119.5568
838	93605	211	37.2032	-119.2492
839	93606	849	36.8032	-120.0185
840	93608	993	36.4921	-120.3353
841	93609	5689	36.5358	-119.8446
842	93610	23757	37.1014	-120.2691
843	93611	47988	36.8253	-119.6802
844	93612	36062	36.8149	-119.7106
845	93614	11255	37.2214	-119.7455
846	93615	6263	36.5243	-119.287
847	93616	2599	36.6543	-119.5929
848	93618	30465	36.5349	-119.3909
849	93619	32958	36.8432	-119.6518
850	93620	9591	37.0025	-120.6333
851	93621	194	36.7446	-119.0899
852	93622	10632	36.8651	-120.47
853	93623	134	37.4785	-119.6404
854	93624	1326	36.3386	-120.1118
855	93625	7446	36.6282	-119.671
856	93626	1760	37.0422	-119.6807
857	93627	77	36.5316	-120.0982
858	93628	221	36.7515	-118.9575
859	93630	19095	36.7306	-120.0724
860	93631	16268	36.508	-119.5433
861	93633	0	36.7341	-118.9588
862	93634	23	37.253	-119.1748
863	93635	39969	37.0627	-120.8544
864	93636	11885	36.9528	-119.8806
865	93637	39952	36.9403	-120.082
866	93638	50626	37.0402	-120.0335
867	93640	12660	36.7424	-120.4093
868	93641	258	36.6894	-119.0477
869	93643	2935	37.2125	-119.5143
870	93644	7854	37.3476	-119.6449
871	93645	207	37.1639	-119.6652
872	93646	11195	36.6255	-119.3204
873	93647	11215	36.5464	-119.2815
874	93648	16228	36.6103	-119.5375
875	93650	4170	36.8411	-119.801
876	93651	1662	36.9938	-119.5268
877	93652	280	36.6024	-119.904
878	93653	1352	37.279	-119.8766
879	93654	31460	36.6044	-119.4378
880	93656	7194	36.4295	-119.872
881	93657	34349	36.7243	-119.5478
882	93660	4587	36.6059	-120.1889
883	93662	30169	36.5695	-119.617
884	93664	494	37.1397	-119.273
885	93665	943	36.9644	-120.6532
886	93666	968	36.5455	-119.3401
887	93667	2626	36.9943	-119.3914
888	93668	957	36.6584	-120.2617
889	93669	209	37.281	-119.557
890	93673	747	36.4552	-119.4848
891	93675	3358	36.7071	-119.1814
892	93701	10369	36.7487	-119.7867
893	93702	46021	36.74	-119.7532
894	93703	34166	36.7684	-119.7594
895	93704	27870	36.7991	-119.8016
896	93705	38093	36.7863	-119.8286
897	93706	40583	36.6486	-119.9987
898	93710	32249	36.8236	-119.7621
899	93711	37095	36.8303	-119.8319
900	93720	46402	36.8579	-119.7655
901	93721	6898	36.7377	-119.7843
902	93722	81832	36.7918	-119.8801
903	93723	10874	36.7863	-119.9532
904	93725	26809	36.6207	-119.7308
905	93726	42950	36.7949	-119.7604
906	93727	79314	36.7528	-119.7061
907	93728	15670	36.7581	-119.8113
908	93730	11397	36.8878	-119.7589
909	93901	27387	36.6677	-121.6596
910	93905	61494	36.6811	-121.6176
911	93906	63821	36.7103	-121.6438
912	93907	22513	36.7563	-121.6703
913	93908	11986	36.6011	-121.6729
914	93920	1082	36.2458	-121.7009
915	93921	3407	36.5552	-121.9233
916	93923	12301	36.5457	-121.8949
917	93924	6457	36.4787	-121.7244
918	93925	1824	36.595	-121.432
919	93926	9506	36.49	-121.4103
920	93927	18609	36.3202	-121.2451
921	93928	441	35.9708	-121.176
922	93930	16536	36.2028	-121.1273
923	93932	618	35.95	-121.0626
924	93933	23851	36.6849	-121.7934
925	93940	32727	36.5802	-121.8443
926	93943	0	36.597	-121.8741
927	93950	15577	36.6167	-121.922
928	93953	4435	36.5907	-121.942
929	93954	362	36.1289	-121.0205
930	93955	34421	36.6217	-121.7935
931	93960	26831	36.4196	-121.3243
932	93962	745	36.6261	-121.6555
933	94002	27116	37.5174	-122.2927
934	94005	4568	37.6811	-122.4001
935	94010	42569	37.5671	-122.3676
936	94014	48387	37.6875	-122.4388
937	94015	64712	37.6787	-122.478
938	94019	19874	37.4791	-122.4459
939	94020	1170	37.2726	-122.2495
940	94021	159	37.2708	-122.2807
941	94022	19705	37.3814	-122.1258
942	94024	23057	37.3547	-122.0862
943	94025	41491	37.4396	-122.1864
944	94027	7317	37.4563	-122.2002
945	94028	6830	37.3702	-122.2182
946	94030	22552	37.6004	-122.402
947	94037	2895	37.5428	-122.5052
948	94038	3628	37.531	-122.5068
949	94040	35200	37.3855	-122.088
950	94041	14162	37.3893	-122.0783
951	94043	29689	37.4056	-122.0775
952	94044	38844	37.6196	-122.4816
953	94060	1697	37.2065	-122.3649
954	94061	38709	37.4647	-122.2304
955	94062	27099	37.4245	-122.296
956	94063	33396	37.4815	-122.2091
957	94065	12626	37.5331	-122.2486
958	94066	42777	37.6247	-122.429
959	94070	30370	37.4969	-122.2674
960	94074	309	37.3255	-122.3556
961	94080	66876	37.6574	-122.4235
962	94085	23177	37.3886	-122.0177
963	94086	49851	37.3764	-122.0238
964	94087	55987	37.3502	-122.0349
965	94089	21403	37.3983	-122.0006
966	94102	29319	37.7813	-122.4167
967	94103	25747	37.7725	-122.4147
968	94104	489	37.7915	-122.4018
969	94105	6793	37.7864	-122.3892
970	94107	29384	37.7621	-122.3971
971	94108	14704	37.7929	-122.4079
972	94109	56019	37.7917	-122.4186
973	94110	73511	37.7509	-122.4153
974	94111	3432	37.7974	-122.4001
975	94112	84001	37.7195	-122.4411
976	94114	33504	37.7587	-122.433
977	94115	34681	37.7856	-122.4358
978	94116	45936	37.7441	-122.4863
979	94117	43323	37.7712	-122.4413
980	94118	41662	37.7812	-122.4614
981	94121	42720	37.7786	-122.4892
982	94122	62029	37.7593	-122.4836
983	94123	25238	37.7999	-122.4342
984	94124	35446	37.7309	-122.3886
985	94127	20664	37.7354	-122.4571
986	94128	119	37.6216	-122.3929
987	94129	3762	37.8005	-122.465
988	94130	3090	37.8231	-122.3693
989	94131	28350	37.745	-122.4383
990	94132	31289	37.7211	-122.4754
991	94133	27491	37.8002	-122.4091
992	94134	41677	37.719	-122.4096
993	94158	5995	37.7694	-122.3867
994	94301	17409	37.4443	-122.1497
995	94303	47743	37.4673	-122.1388
996	94304	3658	37.4334	-122.1842
997	94305	14971	37.4236	-122.1619
998	94306	27259	37.418	-122.1274
999	94401	36597	37.5735	-122.3225
1000	94402	24517	37.5507	-122.3276
1001	94403	42252	37.5395	-122.2998
1002	94404	36086	37.5538	-122.27
1003	94501	63228	37.7706	-122.2648
1004	94502	14181	37.7351	-122.2431
1005	94503	20366	38.1668	-122.2553
1006	94505	14820	37.8989	-121.6054
1007	94506	24371	37.8321	-121.9167
1008	94507	16205	37.8537	-122.0229
1009	94508	4268	38.5769	-122.4477
1010	94509	64412	37.9939	-121.8089
1011	94510	27786	38.0685	-122.1614
1012	94511	2199	38.0266	-121.6425
1013	94512	96	38.1504	-121.8443
1014	94513	59444	37.9324	-121.6894
1015	94514	1358	37.8254	-121.6236
1016	94515	7379	38.5823	-122.5814
1017	94516	157	37.8339	-122.165
1018	94517	13139	37.9154	-121.91
1019	94518	27549	37.9504	-122.0263
1020	94519	19594	37.9841	-122.0119
1021	94520	39535	37.9823	-122.0362
1022	94521	41854	37.9575	-121.975
1023	94523	34742	37.954	-122.0737
1024	94525	3103	38.0519	-122.2177
1025	94526	32284	37.814	-121.966
1026	94528	749	37.8387	-121.9667
1027	94530	24851	37.9156	-122.2985
1028	94531	44263	37.9658	-121.7758
1029	94533	72349	38.2671	-122.0357
1030	94534	37794	38.2423	-122.1314
1031	94535	4269	38.2743	-121.9463
1032	94536	72597	37.5605	-121.9999
1033	94538	66493	37.5308	-121.9712
1034	94539	52141	37.5176	-121.9287
1035	94541	65178	37.674	-122.0894
1036	94542	13491	37.6586	-122.0472
1037	94544	78096	37.6374	-122.067
1038	94545	32015	37.6332	-122.0971
1039	94546	43472	37.7015	-122.0782
1040	94547	25037	38.0066	-122.2637
1041	94548	379	37.9726	-121.6652
1042	94549	29005	37.8961	-122.1119
1043	94550	50122	37.683	-121.763
1044	94551	42508	37.7526	-121.77
1045	94552	14852	37.7131	-122.0381
1046	94553	49638	37.9864	-122.135
1047	94555	36750	37.5735	-122.0469
1048	94556	16039	37.8437	-122.1242
1049	94558	68366	38.4549	-122.2564
1050	94559	28355	38.2904	-122.2841
1051	94560	44677	37.5368	-122.032
1052	94561	40274	37.994	-121.7036
1053	94563	18803	37.8787	-122.1728
1054	94564	19007	37.9969	-122.2875
1055	94565	91323	38.0031	-121.9172
1056	94566	43784	37.6658	-121.8755
1057	94567	587	38.6152	-122.4278
1058	94568	51248	37.7166	-121.9226
1059	94569	243	38.046	-122.1866
1060	94571	8802	38.1637	-121.7016
1061	94572	9798	38.0307	-122.2581
1062	94573	86	38.4585	-122.4225
1063	94574	8996	38.5138	-122.4619
1064	94575	1175	37.7772	-121.9554
1065	94576	102	38.5494	-122.4764
1066	94577	47053	37.7205	-122.1587
1067	94578	40603	37.7024	-122.124
1068	94579	22431	37.6892	-122.1507
1069	94580	29167	37.6787	-122.1295
1070	94582	40460	37.7636	-121.9155
1071	94583	35174	37.7562	-121.9522
1072	94585	29501	38.2408	-122.042
1073	94586	978	37.6094	-121.8986
1074	94587	73500	37.5895	-122.0497
1075	94588	34611	37.6873	-121.8957
1076	94589	30593	38.1582	-122.2804
1077	94590	36807	38.1053	-122.2474
1078	94591	54493	38.0985	-122.2124
1079	94592	880	38.0968	-122.2699
1080	94595	17675	37.8753	-122.0703
1081	94596	20794	37.9053	-122.0549
1082	94597	21923	37.9182	-122.0717
1083	94598	27175	37.9194	-122.0259
1084	94599	3148	38.4016	-122.3608
1085	94601	50369	37.7806	-122.2166
1086	94602	29628	37.8011	-122.2104
1087	94603	33823	37.7402	-122.171
1088	94605	43116	37.7641	-122.1633
1089	94606	37912	37.7957	-122.2429
1090	94607	26089	37.8071	-122.2851
1091	94608	28864	37.8365	-122.2804
1092	94609	22331	37.8361	-122.2637
1093	94610	31486	37.8126	-122.2443
1094	94611	37900	37.8471	-122.2223
1095	94612	15200	37.8085	-122.2668
1096	94613	855	37.7811	-122.1866
1097	94618	16620	37.8431	-122.2402
1098	94619	24638	37.7878	-122.1884
1099	94621	33423	37.7589	-122.1853
1100	94702	17720	37.8656	-122.2851
1101	94703	21234	37.863	-122.2749
1102	94704	27006	37.8664	-122.257
1103	94705	13215	37.8571	-122.25
1104	94706	20735	37.89	-122.2954
1105	94707	12173	37.8927	-122.2761
1106	94708	11481	37.8918	-122.2604
1107	94709	11854	37.8784	-122.2655
1108	94710	7193	37.8696	-122.2959
1109	94720	3166	37.8738	-122.2549
1110	94801	29923	37.94	-122.362
1111	94803	25283	37.9693	-122.2901
1112	94804	41681	37.9265	-122.3342
1113	94805	14850	37.9417	-122.3238
1114	94806	61452	37.9724	-122.3369
1115	94850	0	37.9358	-122.3477
1116	94901	42212	37.9691	-122.5105
1117	94903	31219	38.0339	-122.5855
1118	94904	12459	37.9479	-122.5363
1119	94920	12725	37.8843	-122.4637
1120	94922	565	38.3514	-122.9741
1121	94923	737	38.3309	-123.0373
1122	94924	1307	37.9079	-122.6947
1123	94925	9694	37.9223	-122.5132
1124	94928	43370	38.347	-122.6941
1125	94929	135	38.2508	-122.9653
1126	94930	8763	37.9883	-122.5937
1127	94931	8436	38.3259	-122.7048
1128	94933	658	38.0122	-122.6907
1129	94937	785	38.1126	-122.8877
1130	94938	840	38.0139	-122.7016
1131	94939	7130	37.9367	-122.5362
1132	94940	223	38.1762	-122.89
1133	94941	31154	37.8958	-122.5339
1134	94945	19095	38.1163	-122.5714
1135	94946	749	38.0546	-122.6964
1136	94947	26180	38.0973	-122.5837
1137	94949	16905	38.0618	-122.5404
1138	94950	100	38.0467	-122.7699
1139	94951	4464	38.3153	-122.6483
1140	94952	34938	38.2403	-122.6777
1141	94954	37943	38.2507	-122.6155
1142	94956	1282	38.0691	-122.8069
1143	94957	1314	37.9624	-122.555
1144	94960	15789	37.9846	-122.5711
1145	94963	713	38.0133	-122.6639
1146	94964	3322	37.9416	-122.4844
1147	94965	11227	37.8601	-122.4946
1148	94970	675	37.902	-122.6393
1149	94971	378	38.2427	-122.9145
1150	94972	20	38.318	-122.9242
1151	94973	1542	38.0069	-122.6382
1152	95002	1727	37.426	-121.9736
1153	95003	25187	36.9797	-121.8902
1154	95004	3846	36.8769	-121.6324
1155	95005	7116	37.0882	-122.0887
1156	95006	8649	37.1547	-122.1365
1157	95007	683	37.1063	-122.105
1158	95008	46507	37.2803	-121.9539
1159	95010	9375	36.9767	-121.9555
1160	95012	11080	36.7658	-121.758
1161	95013	66	37.2123	-121.7416
1162	95014	62632	37.318	-122.0449
1163	95017	627	37.0423	-122.2137
1164	95018	6935	37.0662	-122.0618
1165	95019	6252	36.9356	-121.7767
1166	95020	61480	37.0139	-121.5773
1167	95023	51045	36.8337	-121.3439
1168	95030	13477	37.2296	-121.9834
1169	95032	26027	37.2417	-121.9554
1170	95033	10006	37.1539	-121.9816
1171	95035	73652	37.4352	-121.895
1172	95037	48532	37.1353	-121.6501
1173	95039	1252	36.8175	-121.7773
1174	95041	410	37.0511	-122.0575
1175	95043	734	36.4985	-120.9744
1176	95045	4475	36.8463	-121.5346
1177	95046	6299	37.0911	-121.5999
1178	95050	38482	37.3492	-121.953
1179	95051	55634	37.3483	-121.9844
1180	95053	3222	37.3498	-121.9378
1181	95054	24718	37.3924	-121.9623
1182	95060	47227	37.0313	-122.1198
1183	95062	37365	36.9721	-121.9881
1184	95064	9692	36.9959	-122.0578
1185	95065	8551	37.0089	-121.9849
1186	95066	15642	37.0597	-122.0152
1187	95070	31268	37.2713	-122.0227
1188	95073	11407	37.0048	-121.9507
1189	95075	390	36.767	-121.3017
1190	95076	85678	36.9102	-121.7569
1191	95110	19270	37.3391	-121.9016
1192	95111	64247	37.2827	-121.8265
1193	95112	61583	37.3476	-121.887
1194	95113	1332	37.3329	-121.8916
1195	95116	55249	37.3518	-121.8508
1196	95117	30686	37.3108	-121.9623
1197	95118	31869	37.2568	-121.8896
1198	95119	10617	37.2329	-121.7875
1199	95120	37784	37.2144	-121.8574
1200	95121	38445	37.3042	-121.8099
1201	95122	58437	37.3293	-121.8339
1202	95123	66500	37.2458	-121.8306
1203	95124	49156	37.2563	-121.9229
1204	95125	53896	37.296	-121.8939
1205	95126	35330	37.3249	-121.9153
1206	95127	66282	37.3692	-121.8208
1207	95128	36807	37.3163	-121.9356
1208	95129	40325	37.3066	-122.0002
1209	95130	14206	37.2886	-121.9818
1210	95131	30027	37.3864	-121.88
1211	95132	40414	37.4031	-121.8585
1212	95133	27431	37.3729	-121.856
1213	95134	21010	37.4087	-121.9406
1214	95135	21957	37.2974	-121.7562
1215	95136	44386	37.2685	-121.849
1216	95138	19503	37.2602	-121.7709
1217	95139	7085	37.2252	-121.7687
1218	95140	273	37.3511	-121.6384
1219	95148	48201	37.3304	-121.7913
1220	95202	6559	37.9606	-121.2871
1221	95203	15489	37.9532	-121.3116
1222	95204	28124	37.9743	-121.3154
1223	95205	37362	37.9625	-121.2624
1224	95206	65151	37.9177	-121.3123
1225	95207	49632	38.0024	-121.3238
1226	95209	43362	38.0377	-121.3445
1227	95210	40718	38.025	-121.2972
1228	95211	1665	37.9809	-121.311
1229	95212	26094	38.0315	-121.2589
1230	95215	23635	37.9551	-121.2041
1231	95219	29506	38.01	-121.3698
1232	95220	7371	38.2004	-121.2186
1233	95222	4976	38.071	-120.5722
1234	95223	2884	38.3086	-120.268
1235	95224	228	38.2044	-120.3688
1236	95225	609	38.1838	-120.8894
1237	95226	14	38.2271	-120.8533
1238	95227	805	38.1929	-121.0811
1239	95228	4498	37.944	-120.6423
1240	95230	869	37.9299	-121.0002
1241	95231	4806	37.878	-121.2827
1242	95232	168	38.3554	-120.5778
1243	95233	583	38.1919	-120.3644
1244	95234	112	37.9344	-121.4261
1245	95236	4196	38.032	-121.0493
1246	95237	3124	38.1613	-121.1424
1247	95240	48065	38.1222	-121.2555
1248	95242	25752	38.1308	-121.3345
1249	95245	1958	38.3152	-120.5591
1250	95246	1071	38.2328	-120.4994
1251	95247	4709	38.1345	-120.4516
1252	95248	127	38.3405	-120.5161
1253	95249	4377	38.1904	-120.6441
1254	95251	538	38.1013	-120.4676
1255	95252	15068	38.162	-120.8572
1256	95254	897	38.1983	-120.9793
1257	95255	1655	38.4197	-120.4759
1258	95257	454	38.3793	-120.4627
1259	95258	3882	38.1551	-121.3086
1260	95301	38356	37.3489	-120.6028
1261	95303	678	37.4548	-120.6931
1262	95304	15718	37.7319	-121.4096
1263	95305	28	37.8235	-120.2582
1264	95306	823	37.4404	-120.1438
1265	95307	42844	37.5833	-120.9496
1266	95310	2163	38.044	-120.3971
1267	95311	1831	37.7197	-120.1197
1268	95312	290	37.4197	-120.6663
1269	95313	1077	37.4218	-121.0411
1270	95315	13108	37.4273	-120.7752
1271	95316	6416	37.539	-120.7758
1272	95317	946	37.1391	-120.5251
1273	95318	403	37.6747	-119.7841
1274	95319	1593	37.6382	-120.9005
1275	95320	12759	37.7983	-121.0006
1276	95321	3263	37.8298	-120.1037
1277	95322	9025	37.2001	-121.0047
1278	95323	1083	37.6156	-120.7011
1279	95324	7610	37.4002	-120.8723
1280	95325	26	37.4676	-120.2793
1281	95326	9948	37.5964	-120.8627
1282	95327	7901	37.8906	-120.4717
1283	95328	6013	37.5591	-120.9148
1284	95329	2650	37.6899	-120.3851
1285	95330	20253	37.8209	-121.2827
1286	95333	2793	37.2496	-120.2667
1287	95334	16366	37.3763	-120.7252
1288	95335	171	38.093	-120.1344
1289	95336	47808	37.8134	-121.2132
1290	95337	34391	37.7808	-121.2344
1291	95338	10784	37.4931	-119.9219
1292	95340	36541	37.2983	-120.4649
1293	95341	32787	37.2308	-120.5144
1294	95345	580	37.5757	-119.9601
1295	95346	1888	38.0675	-120.1794
1296	95348	33555	37.3302	-120.508
1297	95350	51441	37.6746	-121.0113
1298	95351	49243	37.6236	-120.9966
1299	95354	25485	37.6409	-120.9749
1300	95355	58872	37.6717	-120.9482
1301	95356	32827	37.7005	-121.0252
1302	95357	11717	37.6693	-120.8817
1303	95358	32758	37.6237	-121.0438
1304	95360	12243	37.3097	-121.0805
1305	95361	33741	37.7741	-120.8377
1306	95363	26291	37.4826	-121.1648
1307	95364	0	38.1889	-119.9924
1308	95365	4855	37.2908	-120.3185
1309	95366	17118	37.7491	-121.1284
1310	95367	24657	37.7298	-120.942
1311	95368	13826	37.7083	-121.0864
1312	95369	1011	37.5354	-120.378
1313	95370	28124	37.9957	-120.3368
1314	95372	2068	37.9926	-120.2624
1315	95374	1702	37.3283	-120.8764
1316	95375	116	38.2042	-120.0101
1317	95376	51245	37.7383	-121.4345
1318	95377	32462	37.6567	-121.4955
1319	95379	3296	37.9678	-120.2357
1320	95380	41865	37.4888	-120.8535
1321	95382	37138	37.5239	-120.8517
1322	95383	3471	38.0454	-120.2178
1323	95385	396	37.6176	-121.2581
1324	95386	10324	37.652	-120.7292
1325	95387	520	37.5452	-121.2255
1326	95388	13885	37.4014	-120.6045
1327	95389	1651	37.7314	-119.6489
1328	95391	14254	37.7695	-121.5397
1329	95401	39400	38.4432	-122.7547
1330	95403	46294	38.4822	-122.7473
1331	95404	40699	38.4405	-122.7144
1332	95405	21351	38.4386	-122.6727
1333	95407	41249	38.4089	-122.7339
1334	95409	26805	38.4592	-122.6393
1335	95410	890	39.2131	-123.72
1336	95412	452	38.7026	-123.3539
1337	95415	1312	39.0197	-123.3856
1338	95417	237	39.6949	-123.5527
1339	95420	684	39.3629	-123.7944
1340	95421	1599	38.5918	-123.1965
1341	95422	15358	38.9576	-122.636
1342	95423	3645	39.0664	-122.6558
1343	95425	10675	38.7931	-123.0074
1344	95426	1726	38.8155	-122.7132
1345	95427	203	39.2767	-123.5873
1346	95428	2540	39.82	-123.0585
1347	95429	58	39.7168	-123.3533
1348	95430	0	38.4538	-123.055
1349	95431	430	38.3488	-122.5108
1350	95432	445	39.1593	-123.7219
1351	95435	166	39.0043	-122.8755
1352	95436	5965	38.4923	-122.9042
1353	95437	14578	39.4402	-123.7703
1354	95439	825	38.4947	-122.7761
1355	95441	1909	38.7173	-122.8834
1356	95442	3080	38.3662	-122.5196
1357	95443	312	39.0263	-122.733
1358	95444	653	38.4335	-122.8676
1359	95445	1792	38.8251	-123.5399
1360	95446	4529	38.5055	-122.9965
1361	95448	17481	38.6184	-122.862
1362	95449	1679	38.938	-123.0703
1363	95450	283	38.4987	-123.1974
1364	95451	12230	38.9421	-122.7777
1365	95452	1409	38.4168	-122.5547
1366	95453	10362	39.047	-122.9328
1367	95454	2029	39.6627	-123.4929
1368	95456	721	39.2707	-123.7883
1369	95457	3076	38.8915	-122.5914
1370	95458	3176	39.0783	-122.7846
1371	95459	682	39.0097	-123.6523
1372	95460	2301	39.3173	-123.7739
1373	95461	2954	38.7824	-122.6487
1374	95462	1164	38.4706	-123.0172
1375	95463	49	39.185	-123.5268
1376	95464	2412	39.1194	-122.8315
1377	95465	2140	38.4087	-122.9954
1378	95466	990	39.0657	-123.445
1379	95467	5618	38.8036	-122.5407
1380	95468	1381	38.9152	-123.6
1381	95469	1979	39.3932	-123.0647
1382	95470	6514	39.2779	-123.2243
1383	95471	599	38.521	-122.9769
1384	95472	30260	38.3941	-122.8433
1385	95476	37534	38.2849	-122.4696
1386	95482	31941	39.1552	-123.1951
1387	95485	2607	39.1804	-122.9144
1388	95486	41	38.4741	-123.0242
1389	95488	239	39.6843	-123.7686
1390	95490	13054	39.4493	-123.3679
1391	95492	29515	38.5443	-122.8073
1392	95493	321	39.1821	-122.9711
1393	95494	209	38.9235	-123.2973
1394	95497	1092	38.7256	-123.4675
1395	95501	23284	40.7938	-124.1573
1396	95503	25830	40.7592	-124.1593
1397	95511	331	40.1676	-123.6192
1398	95514	254	40.2987	-123.6576
1399	95519	19441	40.9465	-124.0834
1400	95521	20911	40.8742	-124.0765
1401	95524	1944	40.8266	-124.0552
1402	95525	1569	40.9374	-123.8913
1403	95526	197	40.4693	-123.7998
1404	95527	586	40.7897	-123.4113
1405	95528	1191	40.507	-123.9743
1406	95531	23500	41.7817	-124.1332
1407	95536	3140	40.5259	-124.2514
1408	95537	255	40.7268	-124.2174
1409	95540	13418	40.5835	-124.1473
1410	95542	2008	40.0864	-123.7991
1411	95543	792	41.9056	-123.831
1412	95545	76	40.2421	-124.0972
1413	95546	3260	41.0504	-123.6742
1414	95547	1158	40.5485	-124.0847
1415	95548	1288	41.5804	-124.0387
1416	95549	942	40.6405	-123.8826
1417	95550	164	40.7775	-123.8486
1418	95551	1453	40.6589	-124.2251
1419	95552	635	40.3316	-123.3904
1420	95553	1274	40.2397	-123.8077
1421	95554	336	40.2841	-123.7945
1422	95555	338	41.3596	-124.0317
1423	95556	643	41.3115	-123.5399
1424	95558	458	40.2868	-124.2271
1425	95559	108	40.2008	-123.7735
1426	95560	1351	40.1201	-123.8234
1427	95562	3437	40.4987	-124.1102
1428	95563	705	40.8558	-123.573
1429	95564	402	40.8037	-124.1936
1430	95565	934	40.4583	-124.0517
1431	95567	2048	41.9404	-124.1587
1432	95568	161	41.4533	-123.4634
1433	95569	340	40.3437	-123.9095
1434	95570	2079	41.0593	-124.1431
1435	95571	228	40.3218	-123.9217
1436	95573	1523	40.9484	-123.6276
1437	95585	537	39.8481	-123.6615
1438	95587	146	39.9465	-123.7552
1439	95589	966	40.0231	-124.0139
1440	95595	156	40.2147	-123.3911
1441	95601	178	38.4194	-120.823
1442	95602	18472	38.9829	-121.0944
1443	95603	28826	38.9115	-121.08
1444	95604	104	38.9029	-121.067
1445	95605	14595	38.5927	-121.5325
1446	95606	129	38.8065	-122.2039
1447	95607	499	38.7209	-122.0912
1448	95608	60199	38.6284	-121.3287
1449	95610	44711	38.6946	-121.2692
1450	95612	964	38.3945	-121.5641
1451	95614	4318	38.8923	-120.9802
1452	95615	970	38.3137	-121.563
1453	95616	49093	38.5538	-121.7418
1454	95618	27926	38.5449	-121.7405
1455	95619	5075	38.6865	-120.8145
1456	95620	21685	38.4403	-121.8088
1457	95621	41908	38.6952	-121.3075
1458	95623	3911	38.633	-120.8498
1459	95624	64429	38.4232	-121.3599
1460	95625	54	38.3482	-121.91
1461	95626	5871	38.7233	-121.4497
1462	95627	3873	38.7061	-122.0152
1463	95628	41649	38.6554	-121.2611
1464	95629	676	38.5234	-120.6763
1465	95630	74905	38.6709	-121.1529
1466	95631	6375	39.0682	-120.7224
1467	95632	30594	38.2691	-121.3
